avg_inventory,stockout_days,cycle_service_level_%,lost_units,total_units_ordered,avg_daily_forecast,protection_period_days,reorder_point,target_level,safety_stock,inventory_capacity,product_id,oof_error_std,capacity_fraction,scenario
246.79929126822807,0,100.0,0.0,2208.0,39.37,10,485.7,485.7,92.0,,P030,17.623246423272583,,A - Normal demand
655.0238578631705,1,98.33,67.9,8135.1,133.27,10,1494.1,1494.1,161.5,,P031,30.945068231198658,,A - Normal demand
440.37078255767454,0,100.0,0.0,4867.0,86.64,10,941.3,941.3,74.9,,P032,14.355496173002507,,A - Normal demand
385.51043265291196,1,98.33,26.0,4194.0,70.89,10,816.0,816.0,107.1,,P033,20.53337591176773,,A - Normal demand
182.98761522631514,0,100.0,0.0,1980.0,36.0,10,395.0,395.0,35.1,,P034,6.720928240615928,,A - Normal demand
264.0167777163417,1,98.33,0.2,3048.8,53.17,10,587.8,587.8,56.1,,P035,10.757279147785539,,A - Normal demand
461.0249275411092,0,100.0,0.0,4885.0,86.24,10,988.8,988.8,126.5,,P036,24.23908850978253,,A - Normal demand
214.69009377295336,0,100.0,0.0,1840.0,33.18,10,405.6,405.6,73.8,,P037,14.143677177186717,,A - Normal demand
206.9213968932846,0,100.0,0.0,2635.0,44.9,10,486.0,486.0,36.9,,P038,7.0741749359798085,,A - Normal demand
325.50700835049696,0,100.0,0.0,3030.0,56.88,10,637.9,637.9,69.1,,P039,13.235780195583885,,A - Normal demand
362.5326900402989,0,100.0,0.0,3838.0,65.46,10,761.1,761.1,106.4,,P040,20.399374788999893,,A - Normal demand
504.777037338012,2,96.67,203.3,6369.2,102.65,10,1188.1,1188.1,161.7,,P001,30.98096379463303,,B - Demand +10%
527.4183374141313,1,98.33,101.9,6687.3,104.9,10,1223.6,1223.6,174.6,,P002,33.46094220074016,,B - Demand +10%
551.5977062100106,2,96.67,123.4,7842.8,122.67,10,1357.2,1357.2,130.5,,P003,25.0188142417967,,B - Demand +10%
639.8717929424381,3,95.0,186.2,8838.2,135.62,10,1542.6,1542.6,186.4,,P004,35.7149321709728,,B - Demand +10%
525.468752883353,1,98.33,23.1,7279.8,111.39,10,1266.1,1266.1,152.2,,P005,29.17025973783937,,B - Demand +10%
433.0963746557979,3,95.0,84.8,6794.6,105.52,10,1141.8,1141.8,86.5,,P006,16.587522688815195,,B - Demand +10%
127.07944839490828,3,95.0,97.5,1690.0,26.81,10,306.2,306.2,38.1,,P007,7.297271541074243,,B - Demand +10%
540.0116497729545,6,90.0,392.8,8295.0,131.79,10,1424.1,1424.1,106.2,,P008,20.35262942272522,,B - Demand +10%
464.01818711625054,2,96.67,28.0,6722.7,101.11,10,1161.1,1161.1,150.0,,P009,28.744940691705768,,B - Demand +10%
485.3544396514525,2,96.67,65.8,6812.5,107.08,10,1183.8,1183.8,113.0,,P010,21.6552631828516,,B - Demand +10%
565.7449696686979,3,95.0,329.7,8357.0,129.26,10,1454.9,1454.9,162.3,,P011,31.105245508699607,,B - Demand +10%
459.3332130085553,3,95.0,57.2,6338.2,100.87,10,1117.6,1117.6,108.9,,P012,20.86530303968496,,B - Demand +10%
515.2598997446029,1,98.33,88.8,6340.7,101.92,10,1174.0,1174.0,154.8,,P013,29.675083235472044,,B - Demand +10%
496.90166708524305,2,96.67,177.3,6446.9,107.24,10,1146.0,1146.0,73.7,,P014,14.116508971390557,,B - Demand +10%
119.28155078428878,0,100.0,0.0,1510.3,23.67,10,276.0,276.0,39.4,,P015,7.541847721453443,,B - Demand +10%
278.47668745185666,0,100.0,0.0,3406.7,56.47,10,633.9,633.9,69.2,,P016,13.270595581085496,,B - Demand +10%
189.29396804851783,4,93.33,75.8,2532.3,40.93,10,468.1,468.1,58.8,,P017,11.271076302843104,,B - Demand +10%
433.6749979787281,2,96.67,139.2,5371.8,91.28,10,999.1,999.1,86.2,,P018,16.52544647305118,,B - Demand +10%
198.79979657794874,2,96.67,90.2,2048.2,34.56,10,400.4,400.4,54.8,,P019,10.502267732765807,,B - Demand +10%
142.59153631107665,0,100.0,0.0,1251.8,22.08,10,274.4,274.4,53.7,,P020,10.29062667669514,,B - Demand +10%
424.4770705058079,1,98.33,13.2,5366.9,85.99,10,975.7,975.7,115.9,,P021,22.208084100592476,,B - Demand +10%
344.5714739038826,4,93.33,259.2,4638.0,73.48,10,829.2,829.2,94.3,,P022,18.079240309471995,,B - Demand +10%
369.52940588915345,1,98.33,3.0,4509.2,72.9,10,820.9,820.9,91.9,,P023,17.607857965075166,,B - Demand +10%
595.7755270853839,3,95.0,147.6,8657.9,133.05,10,1492.6,1492.6,162.1,,P024,31.070039767417594,,B - Demand +10%
407.6357828718161,1,98.33,0.7,5554.3,90.15,10,988.2,988.2,86.7,,P025,16.6251247330455,,B - Demand +10%
498.93063574081197,4,93.33,201.4,7734.0,117.52,10,1314.8,1314.8,139.6,,P026,26.76268459209602,,B - Demand +10%
357.45228282072605,1,98.33,54.6,4371.8,71.8,10,819.9,819.9,101.9,,P027,19.536590055217047,,B - Demand +10%
213.72580411816918,0,100.0,0.0,2288.0,37.89,10,451.8,451.8,72.9,,P028,13.969966929850669,,B - Demand +10%
465.2890485427589,1,98.33,62.5,5265.9,87.36,10,1010.0,1010.0,136.4,,P029,26.140103381777763,,B - Demand +10%
222.91262460156142,0,100.0,0.0,2428.8,39.37,10,485.7,485.7,92.0,,P030,17.623246423272583,,B - Demand +10%
593.3200325361082,4,93.33,237.7,8785.6,133.27,10,1494.1,1494.1,161.5,,P031,30.945068231198658,,B - Demand +10%
393.547455994429,1,98.33,24.5,5329.2,86.64,10,941.3,941.3,74.9,,P032,14.355496173002507,,B - Demand +10%
354.4802320249714,2,96.67,110.2,4531.8,70.89,10,816.0,816.0,107.1,,P033,20.53337591176773,,B - Demand +10%
166.29869561040894,2,96.67,33.9,2144.1,36.0,10,395.0,395.0,35.1,,P034,6.720928240615928,,B - Demand +10%
242.6474016574174,2,96.67,82.8,3271.1,53.17,10,587.8,587.8,56.1,,P035,10.757279147785539,,B - Demand +10%
423.9582801968134,2,96.67,117.9,5255.6,86.24,10,988.8,988.8,126.5,,P036,24.23908850978253,,B - Demand +10%
195.59842710628675,0,100.0,0.0,2024.0,33.18,10,405.6,405.6,73.8,,P037,14.143677177186717,,B - Demand +10%
186.74283813597077,4,93.33,57.9,2840.6,44.9,10,486.0,486.0,36.9,,P038,7.0741749359798085,,B - Demand +10%
294.267008350497,0,100.0,0.0,3333.0,56.88,10,637.9,637.9,69.1,,P039,13.235780195583885,,B - Demand +10%
322.6793567069657,0,100.0,0.0,4221.8,65.46,10,761.1,761.1,106.4,,P040,20.399374788999893,,B - Demand +10%
485.3026054582671,5,91.67,528.9,6641.1,102.65,10,1188.1,1188.1,161.7,,P001,30.98096379463303,,C - Demand +20%
483.0646182097832,4,93.33,253.2,7153.2,104.9,10,1223.6,1223.6,174.6,,P002,33.46094220074016,,C - Demand +20%
509.36934115206026,4,93.33,367.2,8323.2,122.67,10,1357.2,1357.2,130.5,,P003,25.0188142417967,,C - Demand +20%
596.760585518759,5,91.67,492.6,9352.2,135.62,10,1542.6,1542.6,186.4,,P004,35.7149321709728,,C - Demand +20%
473.4854195500195,2,96.67,140.3,7826.5,111.39,10,1266.1,1266.1,152.2,,P005,29.17025973783937,,C - Demand +20%
410.1913746557979,5,91.67,403.9,7100.9,105.52,10,1141.8,1141.8,86.5,,P006,16.587522688815195,,C - Demand +20%
116.23335845060896,5,91.67,143.7,1806.3,26.81,10,306.2,306.2,38.1,,P007,7.297271541074243,,C - Demand +20%
511.42498310628787,6,90.0,816.9,8660.7,131.79,10,1424.1,1424.1,106.2,,P008,20.35262942272522,,C - Demand +20%
434.703744926635,4,93.33,286.0,7078.4,101.11,10,1161.1,1161.1,150.0,,P009,28.744940691705768,,C - Demand +20%
448.9241854533463,5,91.67,274.8,7228.8,107.08,10,1183.8,1183.8,113.0,,P010,21.6552631828516,,C - Demand +20%
535.312247910753,5,91.67,737.6,8738.8,129.26,10,1454.9,1454.9,162.3,,P011,31.105245508699607,,C - Demand +20%
427.0080833706361,4,93.33,268.8,6708.0,100.87,10,1117.6,1117.6,108.9,,P012,20.86530303968496,,C - Demand +20%
482.6568235460469,4,93.33,298.7,6715.3,101.92,10,1174.0,1174.0,154.8,,P013,29.675083235472044,,C - Demand +20%
451.7800004185765,2,96.67,297.6,6928.8,107.24,10,1146.0,1146.0,73.7,,P014,14.116508971390557,,C - Demand +20%
106.78323290193916,2,96.67,13.2,1634.4,23.67,10,276.0,276.0,39.4,,P015,7.541847721453443,,C - Demand +20%
254.98501247111406,3,95.0,66.2,3650.2,56.47,10,633.9,633.9,69.2,,P016,13.270595581085496,,C - Demand +20%
176.5668829487873,5,91.67,177.4,2667.8,40.93,10,468.1,468.1,58.8,,P017,11.271076302843104,,C - Demand +20%
411.57374839217,5,91.67,362.8,5649.2,91.28,10,999.1,999.1,86.2,,P018,16.52544647305118,,C - Demand +20%
182.5237141579085,4,93.33,134.8,2198.0,34.56,10,400.4,400.4,54.8,,P019,10.502267732765807,,C - Demand +20%
131.2922203584887,1,98.33,5.2,1360.4,22.08,10,274.4,274.4,53.7,,P020,10.29062667669514,,C - Demand +20%
390.97341863311954,2,96.67,138.9,5730.3,85.99,10,975.7,975.7,115.9,,P021,22.208084100592476,,C - Demand +20%
331.92480723721593,5,91.67,508.9,4833.5,73.48,10,829.2,829.2,94.3,,P022,18.079240309471995,,C - Demand +20%
338.4460725558202,2,96.67,77.9,4844.5,72.9,10,820.9,820.9,91.9,,P023,17.607857965075166,,C - Demand +20%
551.1973213087757,5,91.67,455.4,9173.6,133.05,10,1492.6,1492.6,162.1,,P024,31.070039767417594,,C - Demand +20%
380.1097727574111,4,93.33,190.2,5869.8,90.15,10,988.2,988.2,86.7,,P025,16.6251247330455,,C - Demand +20%
476.14069301447057,6,90.0,685.4,8078.5,117.52,10,1314.8,1314.8,139.6,,P026,26.76268459209602,,C - Demand +20%
334.75205982266573,2,96.67,204.6,4624.2,71.8,10,819.9,819.9,101.9,,P027,19.536590055217047,,C - Demand +20%
193.19525635332408,2,96.67,8.4,2487.6,37.89,10,451.8,451.8,72.9,,P028,13.969966929850669,,C - Demand +20%
428.0157152094256,1,98.33,160.0,5652.8,87.36,10,1010.0,1010.0,136.4,,P029,26.140103381777763,,C - Demand +20%
199.0259579348948,0,100.0,0.0,2649.6,39.37,10,485.7,485.7,92.0,,P030,17.623246423272583,,C - Demand +20%
568.0233658694416,4,93.33,666.8,9176.8,133.27,10,1494.1,1494.1,161.5,,P031,30.945068231198658,,C - Demand +20%
364.05746276451686,2,96.67,179.0,5661.4,86.64,10,941.3,941.3,74.9,,P032,14.355496173002507,,C - Demand +20%
327.2898307690902,4,93.33,235.2,4828.8,70.89,10,816.0,816.0,107.1,,P033,20.53337591176773,,C - Demand +20%
155.3783464677481,3,95.0,108.8,2267.2,36.0,10,395.0,395.0,35.1,,P034,6.720928240615928,,C - Demand +20%
229.8046922651597,5,91.67,228.6,3430.2,53.17,10,587.8,587.8,56.1,,P035,10.757279147785539,,C - Demand +20%
401.4141256066286,5,91.67,340.7,5521.3,86.24,10,988.8,988.8,126.5,,P036,24.23908850978253,,C - Demand +20%
176.50676043962008,0,100.0,0.0,2208.0,33.18,10,405.6,405.6,73.8,,P037,14.143677177186717,,C - Demand +20%
177.81434712841676,6,90.0,213.8,2966.3,44.9,10,486.0,486.0,36.9,,P038,7.0741749359798085,,C - Demand +20%
269.71847279036444,2,96.67,50.2,3585.8,56.88,10,637.9,637.9,69.1,,P039,13.235780195583885,,C - Demand +20%
298.7196140241794,4,93.33,119.2,4486.4,65.46,10,761.1,761.1,106.4,,P040,20.399374788999893,,C - Demand +20%
524.7263471570445,6,90.0,830.9,6160.1,102.65,10,1188.1,1188.1,161.7,,P001,30.98096379463303,,D - Unexpected 3x five-day spike
544.9266707474646,6,90.0,606.4,6523.6,104.9,10,1223.6,1223.6,174.6,,P002,33.46094220074016,,D - Unexpected 3x five-day spike
588.8677062100106,6,90.0,1100.8,7377.2,122.67,10,1357.2,1357.2,130.5,,P003,25.0188142417967,,D - Unexpected 3x five-day spike
663.1425411231302,6,90.0,936.8,8473.2,135.62,10,1542.6,1542.6,186.4,,P004,35.7149321709728,,D - Unexpected 3x five-day spike
560.7687528833529,7,88.33,1019.9,6853.1,111.39,10,1266.1,1266.1,152.2,,P005,29.17025973783937,,D - Unexpected 3x five-day spike
461.5186522805971,6,90.0,754.2,6475.8,105.52,10,1141.8,1141.8,86.5,,P006,16.587522688815195,,D - Unexpected 3x five-day spike
135.90723675609195,7,88.33,247.7,1619.3,26.81,10,306.2,306.2,38.1,,P007,7.297271541074243,,D - Unexpected 3x five-day spike
578.5794237965742,8,86.67,1304.8,7883.2,131.79,10,1424.1,1424.1,106.2,,P008,20.35262942272522,,D - Unexpected 3x five-day spike
499.44652044958394,6,90.0,914.9,6288.1,101.11,10,1161.1,1161.1,150.0,,P009,28.744940691705768,,D - Unexpected 3x five-day spike
514.9177729847858,6,90.0,959.2,6409.8,107.08,10,1183.8,1183.8,113.0,,P010,21.6552631828516,,D - Unexpected 3x five-day spike
608.7083030020315,6,90.0,947.2,7971.8,129.26,10,1454.9,1454.9,162.3,,P011,31.105245508699607,,D - Unexpected 3x five-day spike
483.265009313141,7,88.33,958.4,5997.6,100.87,10,1117.6,1117.6,108.9,,P012,20.86530303968496,,D - Unexpected 3x five-day spike
527.6875843403417,4,93.33,498.0,6209.0,101.92,10,1174.0,1174.0,154.8,,P013,29.675083235472044,,D - Unexpected 3x five-day spike
514.750513174693,7,88.33,885.9,6162.1,107.24,10,1146.0,1146.0,73.7,,P014,14.116508971390557,,D - Unexpected 3x five-day spike
125.67906044115362,5,91.67,157.0,1442.0,23.67,10,276.0,276.0,39.4,,P015,7.541847721453443,,D - Unexpected 3x five-day spike
297.21612912494254,5,91.67,344.1,3224.9,56.47,10,633.9,633.9,69.2,,P016,13.270595581085496,,D - Unexpected 3x five-day spike
206.8010531482483,6,90.0,371.9,2377.1,40.93,10,468.1,468.1,58.8,,P017,11.271076302843104,,D - Unexpected 3x five-day spike
449.59708099049533,2,96.67,197.9,5300.1,91.28,10,999.1,999.1,86.2,,P018,16.52544647305118,,D - Unexpected 3x five-day spike
195.65020867814982,7,88.33,218.1,2029.9,34.56,10,400.4,400.4,54.8,,P019,10.502267732765807,,D - Unexpected 3x five-day spike
141.2744638407092,4,93.33,131.6,1232.4,22.08,10,274.4,274.4,53.7,,P020,10.29062667669514,,D - Unexpected 3x five-day spike
438.98343995806596,5,91.67,612.3,5124.7,85.99,10,975.7,975.7,115.9,,P021,22.208084100592476,,D - Unexpected 3x five-day spike
360.54640425480255,7,88.33,735.5,4442.5,73.48,10,829.2,829.2,94.3,,P022,18.079240309471995,,D - Unexpected 3x five-day spike
390.44607255582014,5,91.67,474.1,4291.9,72.9,10,820.9,820.9,91.9,,P023,17.607857965075166,,D - Unexpected 3x five-day spike
636.2166835251509,7,88.33,1375.4,8133.6,133.05,10,1492.6,1492.6,162.1,,P024,31.070039767417594,,D - Unexpected 3x five-day spike
435.0207828718161,5,91.67,567.8,5270.2,90.15,10,988.2,988.2,86.7,,P025,16.6251247330455,,D - Unexpected 3x five-day spike
528.2887399795109,6,90.0,781.3,7474.7,117.52,10,1314.8,1314.8,139.6,,P026,26.76268459209602,,D - Unexpected 3x five-day spike
373.231741444999,5,91.67,522.1,4179.9,71.8,10,819.9,819.9,101.9,,P027,19.536590055217047,,D - Unexpected 3x five-day spike
218.6887237063523,5,91.67,300.2,2175.8,37.89,10,451.8,451.8,72.9,,P028,13.969966929850669,,D - Unexpected 3x five-day spike
473.6623818760921,5,91.67,482.0,5130.0,87.36,10,1010.0,1010.0,136.4,,P029,26.140103381777763,,D - Unexpected 3x five-day spike
235.00489407256842,4,93.33,239.3,2320.7,39.37,10,485.7,485.7,92.0,,P030,17.623246423272583,,D - Unexpected 3x five-day spike
629.854802807298,7,88.33,1506.7,8266.3,133.27,10,1494.1,1494.1,161.5,,P031,30.945068231198658,,D - Unexpected 3x five-day spike
422.732455994429,6,90.0,689.7,5033.3,86.64,10,941.3,941.3,74.9,,P032,14.355496173002507,,D - Unexpected 3x five-day spike
372.06043265291197,6,90.0,606.0,4334.0,70.89,10,816.0,816.0,107.1,,P033,20.53337591176773,,D - Unexpected 3x five-day spike
174.73482208502867,6,90.0,235.0,2055.0,36.0,10,395.0,395.0,35.1,,P034,6.720928240615928,,D - Unexpected 3x five-day spike
258.1757349907507,7,88.33,498.4,3102.6,53.17,10,587.8,587.8,56.1,,P035,10.757279147785539,,D - Unexpected 3x five-day spike
441.9649372022947,5,91.67,522.2,5118.8,86.24,10,988.8,988.8,126.5,,P036,24.23908850978253,,D - Unexpected 3x five-day spike
200.72286373631837,5,91.67,186.4,1951.6,33.18,10,405.6,405.6,73.8,,P037,14.143677177186717,,D - Unexpected 3x five-day spike
200.57743286306885,6,90.0,417.0,2686.0,44.9,10,486.0,486.0,36.9,,P038,7.0741749359798085,,D - Unexpected 3x five-day spike
313.286073903764,6,90.0,476.1,3119.9,56.88,10,637.9,637.9,69.1,,P039,13.235780195583885,,D - Unexpected 3x five-day spike
347.9905535904813,7,88.33,611.9,3924.1,65.46,10,761.1,761.1,106.4,,P040,20.399374788999893,,D - Unexpected 3x five-day spike
313.1713196024563,8,86.67,916.3,5059.0,102.65,10,1188.1,1188.1,161.7,831.7,P001,30.98096379463303,0.7,E - Inventory capacity at 70% of target
311.2468735527539,8,86.67,813.9,5471.6,104.9,10,1223.6,1223.6,174.6,856.5,P002,33.46094220074016,0.7,E - Inventory capacity at 70% of target
336.90289995502906,11,81.67,983.8,6269.2,122.67,10,1357.2,1357.2,130.5,950.0,P003,25.0188142417967,0.7,E - Inventory capacity at 70% of target
361.1163861366468,10,83.33,1114.8,7176.4,135.62,10,1542.6,1542.6,186.4,1079.8,P004,35.7149321709728,0.7,E - Inventory capacity at 70% of target
299.1377133877314,9,85.0,711.9,5989.1,111.39,10,1266.1,1266.1,152.2,886.3,P005,29.17025973783937,0.7,E - Inventory capacity at 70% of target
269.6444182354573,10,83.33,938.1,5367.9,105.52,10,1141.8,1141.8,86.5,799.2,P006,16.587522688815195,0.7,E - Inventory capacity at 70% of target
75.73464628994766,8,86.67,262.8,1366.2,26.81,10,306.2,306.2,38.1,214.3,P007,7.297271541074243,0.7,E - Inventory capacity at 70% of target
329.931589010001,11,81.67,1365.5,6583.5,131.79,10,1424.1,1424.1,106.2,996.9,P008,20.35262942272522,0.7,E - Inventory capacity at 70% of target
283.8380351363328,11,81.67,848.0,5382.0,101.11,10,1161.1,1161.1,150.0,812.8,P009,28.744940691705768,0.7,E - Inventory capacity at 70% of target
304.4165112720077,9,85.0,860.3,5392.7,107.08,10,1183.8,1183.8,113.0,828.7,P010,21.6552631828516,0.7,E - Inventory capacity at 70% of target
339.67214461460577,12,80.0,1345.8,6664.8,129.26,10,1454.9,1454.9,162.3,1018.4,P011,31.105245508699607,0.7,E - Inventory capacity at 70% of target
281.6813819662044,10,83.33,770.7,5043.3,100.87,10,1117.6,1117.6,108.9,782.3,P012,20.86530303968496,0.7,E - Inventory capacity at 70% of target
311.0021255035041,8,86.67,718.5,5126.5,101.92,10,1174.0,1174.0,154.8,821.8,P013,29.675083235472044,0.7,E - Inventory capacity at 70% of target
286.3944360833804,8,86.67,716.1,5322.7,107.24,10,1146.0,1146.0,73.7,802.2,P014,14.116508971390557,0.7,E - Inventory capacity at 70% of target
66.22238016371763,9,85.0,125.1,1260.9,23.67,10,276.0,276.0,39.4,193.2,P015,7.541847721453443,0.7,E - Inventory capacity at 70% of target
164.57156331535984,8,86.67,334.0,2788.3,56.47,10,633.9,633.9,69.2,443.8,P016,13.270595581085496,0.7,E - Inventory capacity at 70% of target
114.88945698899383,10,83.33,394.4,2015.6,40.93,10,468.1,468.1,58.8,327.7,P017,11.271076302843104,0.7,E - Inventory capacity at 70% of target
265.75658211138256,11,81.67,749.6,4308.1,91.28,10,999.1,999.1,86.2,699.4,P018,16.52544647305118,0.7,E - Inventory capacity at 70% of target
111.67764737568125,7,88.33,206.1,1737.9,34.56,10,400.4,400.4,54.8,280.3,P019,10.502267732765807,0.7,E - Inventory capacity at 70% of target
79.68169975079712,3,95.0,55.8,1082.2,22.08,10,274.4,274.4,53.7,192.1,P020,10.29062667669514,0.7,E - Inventory capacity at 70% of target
247.80473903800058,9,85.0,491.0,4400.0,85.99,10,975.7,975.7,115.9,683.0,P021,22.208084100592476,0.7,E - Inventory capacity at 70% of target
210.67755100899618,10,83.33,806.3,3645.7,73.48,10,829.2,829.2,94.3,580.4,P022,18.079240309471995,0.7,E - Inventory capacity at 70% of target
210.29623607768164,9,85.0,342.1,3759.9,72.9,10,820.9,820.9,91.9,574.6,P023,17.607857965075166,0.7,E - Inventory capacity at 70% of target
353.2375059004695,10,83.33,1130.7,6991.3,133.05,10,1492.6,1492.6,162.1,1044.8,P024,31.070039767417594,0.7,E - Inventory capacity at 70% of target
245.27146403097416,9,85.0,618.0,4472.0,90.15,10,988.2,988.2,86.7,691.8,P025,16.6251247330455,0.7,E - Inventory capacity at 70% of target
304.7635652932514,11,81.67,1272.4,6194.6,117.52,10,1314.8,1314.8,139.6,920.4,P026,26.76268459209602,0.7,E - Inventory capacity at 70% of target
212.15474543156003,9,85.0,479.2,3544.8,71.8,10,819.9,819.9,101.9,573.9,P027,19.536590055217047,0.7,E - Inventory capacity at 70% of target
122.78891896687377,5,91.67,167.2,1912.8,37.89,10,451.8,451.8,72.9,316.3,P028,13.969966929850669,0.7,E - Inventory capacity at 70% of target
273.54641075379334,7,88.33,506.1,4337.9,87.36,10,1010.0,1010.0,136.4,707.0,P029,26.140103381777763,0.7,E - Inventory capacity at 70% of target
123.1014434161585,6,90.0,164.1,2043.9,39.37,10,485.7,485.7,92.0,340.0,P030,17.623246423272583,0.7,E - Inventory capacity at 70% of target
364.81502667960865,13,78.33,1350.4,6916.6,133.27,10,1494.1,1494.1,161.5,1045.9,P031,30.945068231198658,0.7,E - Inventory capacity at 70% of target
226.09052626471674,9,85.0,501.4,4365.6,86.64,10,941.3,941.3,74.9,658.9,P032,14.355496173002507,0.7,E - Inventory capacity at 70% of target
202.74519626366194,9,85.0,626.2,3701.6,70.89,10,816.0,816.0,107.1,571.2,P033,20.53337591176773,0.7,E - Inventory capacity at 70% of target
100.48306519546466,8,86.67,267.9,1712.1,36.0,10,395.0,395.0,35.1,276.5,P034,6.720928240615928,0.7,E - Inventory capacity at 70% of target
146.3482529649882,10,83.33,427.1,2623.4,53.17,10,587.8,587.8,56.1,411.5,P035,10.757279147785539,0.7,E - Inventory capacity at 70% of target
257.0779729486808,11,81.67,722.3,4205.5,86.24,10,988.8,988.8,126.5,692.2,P036,24.23908850978253,0.7,E - Inventory capacity at 70% of target
106.17526943592038,6,90.0,112.3,1749.8,33.18,10,405.6,405.6,73.8,283.9,P037,14.143677177186717,0.7,E - Inventory capacity at 70% of target
120.21732446345301,11,81.67,437.3,2217.7,44.9,10,486.0,486.0,36.9,340.2,P038,7.0741749359798085,0.7,E - Inventory capacity at 70% of target
169.41977997903047,7,88.33,257.4,2772.6,56.88,10,637.9,637.9,69.1,446.5,P039,13.235780195583885,0.7,E - Inventory capacity at 70% of target
197.2564415141046,12,80.0,495.0,3390.0,65.46,10,761.1,761.1,106.4,532.7,P040,20.399374788999893,0.7,E - Inventory capacity at 70% of target
