date,product_id,category,quantity,price,promotion,discount,store,region,holiday
2025-02-14,P026,Electronics,101.0,34.28,0,0.0,STORE_5,South,0
2023-02-10,P035,Sports,12.0,37.48,0,0.0,STORE_3,North,0
2025-01-23,P027,Home & Kitchen,45.0,34.07,0,0.0,STORE_3,West,0
2023-06-07,P001,Electronics,118.0,30.79,0,0.0,STORE_1,South,0
2023-02-07,P012,Home & Kitchen,68.0,59.93,0,0.0,STORE_3,West,0
2024-12-19,P040,Sports,75.0,208.72,0,0.0,STORE_1,East,0
2024-04-04,P011,Electronics,113.0,161.6,0,0.0,STORE_4,North,0
2024-10-28,P017,Home & Kitchen,23.0,227.88,0,0.0,STORE_3,South,0
2023-10-10,P021,Electronics,65.0,18.07,0,0.0,STORE_4,West,0
2023-11-29,P013,Apparel,136.0,73.52,1,0.07,STORE_2,North,0
2023-07-23,P013,Apparel,240.0,62.45,1,0.21,STORE_1,North,0
2024-06-30,P037,Home & Kitchen,34.0,168.41,0,0.0,STORE_5,North,0
2024-05-23,P007,Home & Kitchen,133.0,113.79,0,0.0,STORE_4,East,0
2023-09-27,P036,Electronics,58.0,181.13,0,0.0,STORE_4,North,0
2024-04-29,P036,Electronics,48.0,181.13,0,0.0,STORE_1,North,0
2023-09-14,P003,Apparel,60.0,142.21,0,0.0,STORE_4,East,0
2023-12-22,P022,Home & Kitchen,55.0,49.28,0,0.0,STORE_5,North,0
2025-05-19,P008,Apparel,135.0,101.77,0,0.0,STORE_5,West,0
2023-03-05,P007,Home & Kitchen,42.0,113.79,0,0.0,STORE_5,North,0
2023-11-21,P009,Beauty,93.0,198.44,0,0.0,STORE_5,West,0
2024-12-29,P018,Apparel,99.0,116.75,0,0.0,STORE_5,North,0
2024-04-23,P035,Sports,29.0,37.48,0,0.0,STORE_4,South,0
2024-08-03,P031,Electronics,110.0,194.83,0,0.0,STORE_2,East,0
2024-08-30,P025,Sports,61.0,114.22,0,0.0,STORE_4,West,0
2025-03-02,P012,Home & Kitchen,121.0,59.93,0,0.0,STORE_2,South,0
2023-10-25,P003,Apparel,50.0,142.21,0,0.0,STORE_2,West,0
2023-05-13,P014,Beauty,136.0,204.99,0,0.0,STORE_1,South,0
2025-04-09,P027,Home & Kitchen,75.0,34.07,0,0.0,STORE_4,West,0
2025-04-29,P013,Apparel,91.0,79.05,0,0.0,STORE_1,South,0
2023-04-08,P017,Home & Kitchen,71.0,227.88,0,0.0,STORE_3,South,0
2025-06-11,P038,Apparel,46.0,161.42,0,0.0,STORE_3,South,0
2024-02-24,P019,Beauty,39.0,82.04,0,0.0,STORE_5,East,0
2023-06-15,P005,Sports,59.0,45.34,0,0.0,STORE_5,North,0
2025-01-04,P039,Beauty,22.0,233.79,0,0.0,STORE_2,West,0
2023-12-18,P024,Beauty,41.0,234.95,0,0.0,STORE_5,South,0
2023-02-01,P019,Beauty,32.0,82.04,0,0.0,STORE_5,North,0
2023-01-04,P008,Apparel,93.0,101.77,0,0.0,STORE_5,East,0
2024-05-10,P004,Beauty,124.0,242.91,0,0.0,STORE_4,North,0
2024-11-30,P006,Electronics,94.0,121.63,0,0.0,STORE_5,West,0
2023-06-04,P035,Sports,29.0,37.48,0,0.0,STORE_2,West,0
2025-04-18,P017,Home & Kitchen,43.0,227.88,0,0.0,STORE_5,East,0
2023-06-09,P040,Sports,63.0,208.72,0,0.0,STORE_4,West,0
2024-09-20,P017,Home & Kitchen,32.0,227.88,0,0.0,STORE_2,North,0
2024-03-12,P028,Apparel,22.0,208.81,0,0.0,STORE_5,West,0
2023-09-09,P035,Sports,23.0,37.48,0,0.0,STORE_3,North,0
2024-01-29,P035,Sports,23.0,37.48,0,0.0,STORE_4,South,0
2025-02-09,P010,Sports,120.0,36.39,1,0.13,STORE_2,North,0
2023-11-30,P039,Beauty,23.0,233.79,0,0.0,STORE_4,West,0
2024-11-04,P034,Beauty,18.0,129.18,0,0.0,STORE_5,North,0
2023-10-24,P038,Apparel,37.0,161.42,0,0.0,STORE_3,West,0
2023-05-16,P040,Sports,90.0,208.72,0,0.0,STORE_1,North,0
2025-03-04,P032,Home & Kitchen,84.0,234.71,0,0.0,STORE_4,West,0
2023-02-20,P009,Beauty,152.0,148.83,1,0.25,STORE_4,West,0
2024-05-18,P035,Sports,36.0,37.48,0,0.0,STORE_1,West,0
2024-07-22,P038,Apparel,41.0,161.42,0,0.0,STORE_2,West,0
2024-03-02,P031,Electronics,190.0,194.83,0,0.0,STORE_4,West,0
2023-07-05,P024,Beauty,86.0,234.95,0,0.0,STORE_4,South,0
2023-08-28,P034,Beauty,18.0,129.18,0,0.0,STORE_1,North,0
2024-03-29,P012,Home & Kitchen,82.0,59.93,0,0.0,STORE_1,South,0
2023-05-16,P039,Beauty,43.0,233.79,0,0.0,STORE_5,North,0
2023-07-13,P023,Apparel,62.0,239.97,0,0.0,STORE_1,East,0
2023-04-26,P017,Home & Kitchen,57.0,227.88,0,0.0,STORE_1,East,0
2024-11-29,P025,Sports,173.0,114.22,0,0.0,STORE_1,East,1
2024-05-16,P005,Sports,128.0,41.26,1,0.09,STORE_4,West,0
2024-05-30,P025,Sports,69.0,114.22,0,0.0,STORE_2,East,0
2023-08-11,P032,Home & Kitchen,49.0,234.71,0,0.0,STORE_3,South,0
2025-01-06,P017,Home & Kitchen,20.0,227.88,0,0.0,STORE_1,South,0
2025-06-03,P015,Sports,22.0,47.03,0,0.0,STORE_5,West,0
2024-05-31,P015,Sports,13.0,47.03,0,0.0,STORE_4,East,0
2025-03-18,P008,Apparel,140.0,101.77,0,0.0,STORE_3,South,0
2024-02-11,P026,Electronics,136.0,34.28,0,0.0,STORE_5,South,0
2024-11-15,P016,Electronics,40.0,80.97,0,0.0,STORE_4,North,0
2025-03-01,P034,Beauty,53.0,129.18,0,0.0,STORE_3,West,0
2023-03-31,P034,Beauty,34.0,129.18,0,0.0,STORE_3,West,0
2025-05-12,P034,Beauty,40.0,129.18,0,0.0,STORE_4,West,0
2024-03-09,P011,Electronics,226.0,161.6,0,0.0,STORE_5,East,0
2024-01-22,P005,Sports,97.0,45.34,0,0.0,STORE_1,West,0
2023-07-10,P004,Beauty,139.0,242.91,0,0.0,STORE_5,South,0
2024-10-25,P025,Sports,49.0,114.22,0,0.0,STORE_2,South,0
2023-03-24,P012,Home & Kitchen,86.0,59.93,0,0.0,STORE_4,West,0
2024-01-19,P028,Apparel,49.0,208.81,0,0.0,STORE_5,South,0
2024-05-19,P025,Sports,102.0,114.22,0,0.0,STORE_4,North,0
2023-07-23,P004,Beauty,158.0,242.91,0,0.0,STORE_1,North,0
2024-04-23,P037,Home & Kitchen,22.0,168.41,0,0.0,STORE_3,South,0
2024-02-05,P037,Home & Kitchen,32.0,168.41,0,0.0,STORE_2,South,0
2024-11-29,P022,Home & Kitchen,122.0,49.28,0,0.0,STORE_5,North,1
2023-06-18,P001,Electronics,152.0,30.79,0,0.0,STORE_2,East,0
2024-02-29,P031,Electronics,126.0,194.83,0,0.0,STORE_5,West,0
2023-05-19,P016,Electronics,57.0,80.97,0,0.0,STORE_1,North,0
2024-01-23,P002,Home & Kitchen,94.0,97.73,0,0.0,STORE_1,South,0
2024-03-03,P037,Home & Kitchen,54.0,168.41,0,0.0,STORE_4,East,0
2023-11-16,P025,Sports,47.0,114.22,0,0.0,STORE_3,North,0
2024-11-14,P029,Beauty,60.0,69.94,0,0.0,STORE_1,South,0
2024-11-16,P004,Beauty,72.0,242.91,0,0.0,STORE_1,East,0
2023-12-21,P018,Apparel,46.0,116.75,0,0.0,STORE_3,West,0
2023-10-03,P008,Apparel,51.0,101.77,0,0.0,STORE_5,North,0
2024-11-03,P015,Sports,15.0,47.03,0,0.0,STORE_4,North,0
2024-02-10,P013,Apparel,128.0,79.05,0,0.0,STORE_2,North,0
2024-04-01,P025,Sports,78.0,114.22,0,0.0,STORE_3,West,0
2023-03-28,P004,Beauty,153.0,242.91,0,0.0,STORE_3,South,0
2024-10-29,P026,Electronics,64.0,34.28,0,0.0,STORE_3,South,0
2023-07-04,P017,Home & Kitchen,106.0,227.88,0,0.0,STORE_3,North,1
2024-05-24,P037,Home & Kitchen,25.0,168.41,0,0.0,STORE_4,West,0
2024-01-27,P015,Sports,24.0,47.03,0,0.0,STORE_5,South,0
2025-02-22,P031,Electronics,158.0,194.83,0,0.0,STORE_4,North,0
2024-12-30,P029,Beauty,85.0,69.94,0,0.0,STORE_5,East,0
2025-03-07,P035,Sports,64.0,37.48,0,0.0,STORE_1,South,0
2025-04-01,P015,Sports,32.0,47.03,0,0.0,STORE_2,North,0
2025-06-24,P015,Sports,23.0,47.03,0,0.0,STORE_1,South,0
2024-12-06,P019,Beauty,24.0,82.04,0,0.0,STORE_1,West,0
2024-12-28,P024,Beauty,94.0,234.95,0,0.0,STORE_3,West,0
2024-08-21,P011,Electronics,64.0,161.6,0,0.0,STORE_4,West,0
2023-07-26,P025,Sports,58.0,114.22,0,0.0,STORE_5,North,0
2023-02-21,P020,Sports,25.0,112.57,0,0.0,STORE_4,East,0
2024-03-27,P020,Sports,23.0,112.57,0,0.0,STORE_4,South,0
2024-05-29,P030,Sports,29.0,223.79,0,0.0,STORE_1,East,0
2024-07-22,P007,Home & Kitchen,23.0,113.79,0,0.0,STORE_1,North,0
2023-09-13,P019,Beauty,24.0,82.04,0,0.0,STORE_4,South,0
2025-06-19,P007,Home & Kitchen,22.0,113.79,0,0.0,STORE_2,North,0
2025-02-21,P010,Sports,114.0,41.83,0,0.0,STORE_4,West,0
2024-01-14,P002,Home & Kitchen,129.0,97.73,0,0.0,STORE_2,South,0
2024-09-08,P035,Sports,65.0,37.48,0,0.0,STORE_2,West,0
2023-06-09,P025,Sports,71.0,114.22,0,0.0,STORE_1,South,0
2024-08-28,P013,Apparel,87.0,79.05,0,0.0,STORE_2,East,0
2023-09-28,P027,Home & Kitchen,42.0,34.07,0,0.0,STORE_4,East,0
2024-11-01,P001,Electronics,35.0,30.79,0,0.0,STORE_1,West,0
2023-06-23,P001,Electronics,95.0,30.79,0,0.0,STORE_1,East,0
2023-10-29,P029,Beauty,47.0,69.94,0,0.0,STORE_1,North,0
2023-04-26,P010,Sports,118.0,41.83,0,0.0,STORE_1,South,0
2023-07-09,P029,Beauty,74.0,69.94,0,0.0,STORE_1,West,0
2023-09-03,P021,Electronics,47.0,18.07,0,0.0,STORE_4,South,0
2024-09-05,P025,Sports,65.0,114.22,0,0.0,STORE_4,West,0
2023-09-11,P022,Home & Kitchen,43.0,49.28,0,0.0,STORE_4,North,0
2024-12-20,P039,Beauty,42.0,210.41,1,0.1,STORE_2,North,0
2024-10-14,P001,Electronics,52.0,30.79,0,0.0,STORE_1,South,0
2024-11-15,P002,Home & Kitchen,108.0,97.73,0,0.0,STORE_4,East,0
2023-08-16,P031,Electronics,44.0,194.83,0,0.0,STORE_3,North,0
2025-01-23,P033,Apparel,104.0,153.05,0,0.0,STORE_4,West,0
2023-04-23,P032,Home & Kitchen,65.0,234.71,0,0.0,STORE_1,East,0
2023-08-11,P011,Electronics,81.0,161.6,0,0.0,STORE_2,North,0
2023-09-25,P012,Home & Kitchen,61.0,59.93,0,0.0,STORE_2,North,0
2023-09-23,P004,Beauty,69.0,242.91,0,0.0,STORE_5,South,0
2023-04-12,P002,Home & Kitchen,116.0,97.73,0,0.0,STORE_2,West,0
2023-08-22,P030,Sports,26.0,223.79,0,0.0,STORE_2,South,0
2025-03-13,P008,Apparel,138.0,101.77,0,0.0,STORE_4,South,0
2024-12-14,P039,Beauty,42.0,233.79,0,0.0,STORE_1,North,0
2024-04-23,P026,Electronics,102.0,34.28,0,0.0,STORE_5,South,0
2024-06-27,P002,Home & Kitchen,100.0,97.73,0,0.0,STORE_2,East,0
2024-09-01,P015,Sports,14.0,47.03,0,0.0,STORE_4,South,0
2023-12-03,P022,Home & Kitchen,66.0,49.28,0,0.0,STORE_5,North,0
2023-09-28,P018,Apparel,29.0,116.75,0,0.0,STORE_2,North,0
2023-07-01,P009,Beauty,48.0,198.44,0,0.0,STORE_1,South,0
2023-01-27,P031,Electronics,214.0,153.92,1,0.21,STORE_2,North,0
2024-12-09,P010,Sports,79.0,41.83,0,0.0,STORE_2,North,0
2024-06-14,P037,Home & Kitchen,27.0,168.41,0,0.0,STORE_3,South,0
2025-01-17,P035,Sports,46.0,32.98,1,0.12,STORE_3,West,0
2023-03-24,P013,Apparel,99.0,79.05,0,0.0,STORE_4,East,0
2023-07-13,P012,Home & Kitchen,60.0,59.93,0,0.0,STORE_5,East,0
2024-01-16,P006,Electronics,87.0,121.63,0,0.0,STORE_3,East,0
2025-02-26,P020,Sports,19.0,112.57,0,0.0,STORE_4,East,0
2023-11-14,P007,Home & Kitchen,18.0,113.79,0,0.0,STORE_2,North,0
2023-06-02,P029,Beauty,45.0,69.94,0,0.0,STORE_5,East,0
2023-12-31,P031,Electronics,166.0,194.83,0,0.0,STORE_5,South,0
2023-05-02,P030,Sports,23.0,223.79,0,0.0,STORE_5,North,0
2025-06-19,P026,Electronics,79.0,34.28,0,0.0,STORE_5,North,0
2024-10-11,P004,Beauty,32.0,242.91,0,0.0,STORE_2,West,0
2025-01-17,P032,Home & Kitchen,73.0,234.71,0,0.0,STORE_4,East,0
2024-02-17,P004,Beauty,144.0,242.91,0,0.0,STORE_2,East,0
2024-01-24,P018,Apparel,44.0,116.75,0,0.0,STORE_4,East,0
2023-08-11,P023,Apparel,61.0,239.97,0,0.0,STORE_4,South,0
2025-04-17,P018,Apparel,122.0,116.75,0,0.0,STORE_2,South,0
2024-04-17,P033,Apparel,32.0,153.05,0,0.0,STORE_1,West,0
2025-05-29,P032,Home & Kitchen,82.0,234.71,0,0.0,STORE_1,North,0
2024-12-14,P001,Electronics,97.0,30.79,0,0.0,STORE_4,North,0
2024-07-10,P019,Beauty,21.0,82.04,0,0.0,STORE_4,South,0
2024-06-01,P007,Home & Kitchen,25.0,113.79,0,0.0,STORE_3,South,0
2023-04-06,P017,Home & Kitchen,53.0,227.88,0,0.0,STORE_5,West,0
2023-08-14,P004,Beauty,91.0,242.91,0,0.0,STORE_3,North,0
2024-06-22,P019,Beauty,36.0,82.04,0,0.0,STORE_5,West,0
2023-04-25,P030,Sports,37.0,223.79,0,0.0,STORE_5,East,0
2023-03-05,P019,Beauty,37.0,82.04,0,0.0,STORE_5,West,0
2024-03-13,P021,Electronics,104.0,18.07,0,0.0,STORE_1,South,0
2024-11-18,P023,Apparel,50.0,239.97,0,0.0,STORE_5,South,0
2025-03-03,P036,Electronics,97.0,181.13,0,0.0,STORE_2,West,0
2023-09-22,P036,Electronics,84.0,181.13,0,0.0,STORE_4,West,0
2023-03-18,P030,Sports,60.0,223.79,0,0.0,STORE_4,West,0
2023-01-09,P031,Electronics,131.0,194.83,0,0.0,STORE_2,East,0
2024-05-25,P023,Apparel,81.0,239.97,0,0.0,STORE_5,East,0
2025-04-08,P026,Electronics,101.0,34.28,0,0.0,STORE_2,South,0
2025-01-23,P009,Beauty,112.0,198.44,0,0.0,STORE_2,East,0
2025-05-03,P012,Home & Kitchen,120.0,59.93,0,0.0,STORE_1,South,0
2025-05-30,P010,Sports,110.0,41.83,0,0.0,STORE_2,East,0
2023-11-16,P002,Home & Kitchen,89.0,97.73,0,0.0,STORE_4,North,0
2023-06-23,P011,Electronics,95.0,161.6,0,0.0,STORE_4,East,0
2023-06-17,P007,Home & Kitchen,36.0,113.79,0,0.0,STORE_4,South,0
2023-10-29,P004,Beauty,67.0,242.91,0,0.0,STORE_2,West,0
2024-04-30,P035,Sports,39.0,37.48,0,0.0,STORE_2,North,0
2023-01-25,P034,Beauty,44.0,129.18,0,0.0,STORE_4,South,0
2023-07-05,P025,Sports,65.0,114.22,0,0.0,STORE_3,North,0
2024-03-30,P004,Beauty,76.0,242.91,0,0.0,STORE_2,South,0
2023-07-04,P028,Apparel,93.0,208.81,0,0.0,STORE_4,South,1
2024-12-15,P026,Electronics,146.0,34.28,0,0.0,STORE_3,West,0
2024-04-16,P031,Electronics,164.0,194.83,0,0.0,STORE_5,South,0
2023-06-07,P007,Home & Kitchen,32.0,87.62,1,0.23,STORE_3,North,0
2024-02-13,P030,Sports,43.0,223.79,0,0.0,STORE_3,West,0
2024-07-13,P034,Beauty,48.0,129.18,0,0.0,STORE_2,South,0
2023-08-21,P038,Apparel,35.0,161.42,0,0.0,STORE_2,North,0
2023-07-11,P024,Beauty,88.0,234.95,0,0.0,STORE_4,East,0
2024-04-04,P030,Sports,34.0,223.79,0,0.0,STORE_5,South,0
2024-12-14,P033,Apparel,44.0,153.05,0,0.0,STORE_3,West,0
2025-05-28,P032,Home & Kitchen,73.0,234.71,0,0.0,STORE_3,North,0
2023-05-24,P016,Electronics,17.0,80.97,0,0.0,STORE_5,West,0
2024-02-27,P016,Electronics,28.0,80.97,0,0.0,STORE_4,South,0
2024-09-25,P026,Electronics,115.0,34.28,0,0.0,STORE_2,South,0
2023-08-12,P008,Apparel,63.0,101.77,0,0.0,STORE_2,West,0
2024-03-10,P031,Electronics,154.0,194.83,0,0.0,STORE_1,West,0
2025-04-24,P019,Beauty,25.0,82.04,0,0.0,STORE_5,West,0
2023-04-21,P040,Sports,59.0,208.72,0,0.0,STORE_3,North,0
2025-05-11,P019,Beauty,28.0,82.04,0,0.0,STORE_2,South,0
2023-11-14,P003,Apparel,61.0,142.21,0,0.0,STORE_5,West,0
2023-10-18,P030,Sports,20.0,223.79,0,0.0,STORE_4,West,0
2023-01-22,P002,Home & Kitchen,145.0,97.73,0,0.0,STORE_1,North,0
2023-07-11,P021,Electronics,52.0,18.07,0,0.0,STORE_4,North,0
2024-07-02,P021,Electronics,67.0,18.07,0,0.0,STORE_5,South,0
2024-01-02,P001,Electronics,101.0,30.79,0,0.0,STORE_4,South,0
2024-11-15,P015,Sports,11.0,47.03,0,0.0,STORE_5,South,0
2024-01-19,P025,Sports,75.0,114.22,0,0.0,STORE_3,East,0
2023-11-12,P014,Beauty,56.0,204.99,0,0.0,STORE_2,East,0
2024-11-08,P023,Apparel,52.0,239.97,0,0.0,STORE_5,South,0
2023-09-10,P001,Electronics,87.0,30.79,0,0.0,STORE_3,North,0
2025-05-05,P024,Beauty,124.0,234.95,0,0.0,STORE_4,West,0
2023-11-23,P025,Sports,40.0,114.22,0,0.0,STORE_1,West,0
2024-12-18,P024,Beauty,125.0,234.95,0,0.0,STORE_4,North,0
2024-03-29,P017,Home & Kitchen,34.0,227.88,0,0.0,STORE_3,North,0
2024-10-28,P020,Sports,10.0,112.57,0,0.0,STORE_1,North,0
2025-03-27,P014,Beauty,105.0,204.99,0,0.0,STORE_5,North,0
2024-04-04,P005,Sports,110.0,45.34,0,0.0,STORE_5,North,0
2024-08-22,P030,Sports,20.0,223.79,0,0.0,STORE_1,North,0
2025-05-20,P009,Beauty,150.0,198.44,0,0.0,STORE_3,North,0
2024-06-19,P004,Beauty,138.0,242.91,0,0.0,STORE_5,West,0
2023-06-10,P035,Sports,27.0,37.48,0,0.0,STORE_3,South,0
2023-05-25,P036,Electronics,143.0,134.04,1,0.26,STORE_5,West,0
2023-11-28,P030,Sports,18.0,223.79,0,0.0,STORE_2,South,0
2025-02-14,P027,Home & Kitchen,28.0,34.07,0,0.0,STORE_5,North,0
2023-09-25,P002,Home & Kitchen,103.0,97.73,0,0.0,STORE_2,South,0
2023-05-26,P011,Electronics,84.0,161.6,0,0.0,STORE_3,East,0
2023-04-11,P026,Electronics,158.0,34.28,0,0.0,STORE_3,North,0
2025-02-20,P017,Home & Kitchen,40.0,227.88,0,0.0,STORE_3,South,0
2024-09-11,P007,Home & Kitchen,16.0,113.79,0,0.0,STORE_1,North,0
2024-12-23,P003,Apparel,109.0,142.21,0,0.0,STORE_2,East,0
2024-02-19,P006,Electronics,107.0,121.63,0,0.0,STORE_1,South,0
2023-04-13,P023,Apparel,102.0,239.97,0,0.0,STORE_5,South,0
2025-04-15,P012,Home & Kitchen,84.0,59.93,0,0.0,STORE_3,South,0
2023-02-15,P040,Sports,51.0,208.72,0,0.0,STORE_4,South,0
2023-09-20,P028,Apparel,26.0,208.81,0,0.0,STORE_1,East,0
2024-08-31,P037,Home & Kitchen,28.0,168.41,0,0.0,STORE_4,North,0
2025-01-10,P037,Home & Kitchen,30.0,168.41,0,0.0,STORE_2,North,0
2024-12-04,P018,Apparel,35.0,116.75,0,0.0,STORE_2,East,0
2024-05-27,P027,Home & Kitchen,97.0,34.07,0,0.0,STORE_1,West,0
2023-10-15,P003,Apparel,61.0,142.21,0,0.0,STORE_1,East,0
2024-05-20,P031,Electronics,102.0,194.83,0,0.0,STORE_3,West,0
2024-02-09,P024,Beauty,175.0,187.96,1,0.2,STORE_4,North,0
2025-02-03,P003,Apparel,106.0,142.21,0,0.0,STORE_5,South,0
2025-01-25,P017,Home & Kitchen,45.0,227.88,0,0.0,STORE_3,South,0
2023-09-02,P040,Sports,68.0,208.72,0,0.0,STORE_1,North,0
2025-06-15,P006,Electronics,170.0,105.82,1,0.13,STORE_1,East,0
2023-04-28,P033,Apparel,51.0,153.05,0,0.0,STORE_5,South,0
2024-12-19,P016,Electronics,38.0,80.97,0,0.0,STORE_4,South,0
2023-12-23,P010,Sports,122.0,41.83,0,0.0,STORE_4,East,0
2024-12-18,P010,Sports,60.0,41.83,0,0.0,STORE_1,North,0
2023-04-11,P001,Electronics,124.0,30.79,0,0.0,STORE_4,South,0
2024-02-20,P034,Beauty,38.0,129.18,0,0.0,STORE_1,West,0
2023-10-11,P014,Beauty,40.0,204.99,0,0.0,STORE_3,South,0
2025-02-08,P002,Home & Kitchen,170.0,97.73,0,0.0,STORE_2,North,0
2025-04-14,P012,Home & Kitchen,137.0,59.93,0,0.0,STORE_3,South,0
2025-04-24,P016,Electronics,73.0,80.97,0,0.0,STORE_4,West,0
2023-04-27,P017,Home & Kitchen,42.0,227.88,0,0.0,STORE_4,South,0
2024-10-24,P009,Beauty,56.0,152.8,1,0.23,STORE_3,East,0
2024-09-28,P021,Electronics,102.0,18.07,0,0.0,STORE_1,South,0
2023-07-21,P003,Apparel,73.0,142.21,0,0.0,STORE_5,West,0
2024-11-01,P009,Beauty,81.0,198.44,0,0.0,STORE_5,North,0
2025-01-19,P028,Apparel,53.0,208.81,0,0.0,STORE_5,West,0
2023-04-19,P024,Beauty,106.0,234.95,0,0.0,STORE_2,West,0
2023-10-03,P007,Home & Kitchen,18.0,113.79,0,0.0,STORE_2,East,0
2023-12-18,P002,Home & Kitchen,114.0,97.73,0,0.0,STORE_1,East,0
2024-09-18,P026,Electronics,81.0,34.28,0,0.0,STORE_1,South,0
2025-04-10,P028,Apparel,34.0,208.81,0,0.0,STORE_3,East,0
2023-09-23,P024,Beauty,169.0,183.26,1,0.22,STORE_5,North,0
2024-06-05,P027,Home & Kitchen,63.0,29.98,1,0.12,STORE_3,South,0
2023-03-07,P028,Apparel,39.0,208.81,0,0.0,STORE_2,North,0
2024-05-16,P011,Electronics,101.0,161.6,0,0.0,STORE_4,East,0
2024-03-06,P039,Beauty,50.0,233.79,0,0.0,STORE_4,East,0
2023-11-09,P002,Home & Kitchen,119.0,91.87,1,0.06,STORE_2,North,0
2024-07-08,P004,Beauty,97.0,242.91,0,0.0,STORE_2,South,0
2024-09-17,P011,Electronics,71.0,161.6,0,0.0,STORE_5,East,0
2023-02-09,P003,Apparel,88.0,142.21,0,0.0,STORE_5,East,0
2024-12-23,P028,Apparel,31.0,208.81,0,0.0,STORE_3,West,0
2023-08-27,P028,Apparel,39.0,208.81,0,0.0,STORE_1,East,0
2024-06-06,P030,Sports,42.0,223.79,0,0.0,STORE_5,West,0
2024-09-27,P007,Home & Kitchen,28.0,91.03,1,0.2,STORE_3,South,0
2024-03-22,P034,Beauty,39.0,129.18,0,0.0,STORE_1,East,0
2024-09-08,P012,Home & Kitchen,106.0,59.93,0,0.0,STORE_1,South,0
2025-04-22,P038,Apparel,48.0,161.42,0,0.0,STORE_4,South,0
2024-03-04,P029,Beauty,16.0,69.94,0,0.0,STORE_1,North,0
2025-04-20,P003,Apparel,,100.97,1,0.29,STORE_2,West,0
2024-01-21,P011,Electronics,152.0,161.6,0,0.0,STORE_2,West,0
2024-02-22,P015,Sports,30.0,47.03,0,0.0,STORE_5,East,0
2025-01-31,P014,Beauty,83.0,204.99,0,0.0,STORE_1,East,0
2023-04-25,P028,Apparel,45.0,208.81,0,0.0,STORE_3,North,0
2025-02-09,P036,Electronics,114.0,181.13,0,0.0,STORE_5,East,0
2023-07-12,P021,Electronics,59.0,18.07,0,0.0,STORE_4,East,0
2025-02-04,P021,Electronics,104.0,18.07,0,0.0,STORE_1,East,0
2023-07-28,P008,Apparel,87.0,101.77,0,0.0,STORE_4,West,0
2023-01-30,P032,Home & Kitchen,44.0,234.71,0,0.0,STORE_5,West,0
2024-11-23,P026,Electronics,86.0,34.28,0,0.0,STORE_5,South,0
2024-12-23,P040,Sports,28.0,208.72,0,0.0,STORE_4,South,0
2023-11-27,P023,Apparel,43.0,239.97,0,0.0,STORE_2,South,0
2023-09-04,P011,Electronics,69.0,161.6,0,0.0,STORE_2,North,0
2024-08-27,P039,Beauty,17.0,233.79,0,0.0,STORE_5,North,0
2025-04-24,P032,Home & Kitchen,105.0,234.71,0,0.0,STORE_4,North,0
2024-06-03,P014,Beauty,95.0,204.99,0,0.0,STORE_3,West,0
2023-06-12,P027,Home & Kitchen,33.0,34.07,0,0.0,STORE_5,East,0
