date,product_id,category,quantity,price,promotion,discount,holiday,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28,day_of_week,month,week_of_year,is_weekend
2023-02-23,P001,Electronics,118.0,30.79,0.0,0.0,0.0,107.0,112.0,63.0,123.0,121.28571428571429,61.789196158428574,129.0,50.761887580834,132.17857142857142,51.13529879710084,3,2,8,0
2023-02-24,P001,Electronics,72.0,30.79,0.0,0.0,0.0,118.0,132.0,167.0,142.0,122.14285714285714,61.68043604317493,132.92857142857142,47.269219592448515,132.0,51.17725189096333,4,2,8,0
2023-02-25,P001,Electronics,163.0,30.79,0.0,0.0,0.0,72.0,238.0,169.0,176.0,113.57142857142857,64.19983681925562,126.14285714285714,48.796054605418085,129.5,52.366585331289826,5,2,8,1
2023-02-26,P001,Electronics,167.0,30.79,0.0,0.0,0.0,163.0,145.0,174.0,98.0,102.85714285714286,42.59666877205533,125.71428571428571,48.41555467064209,129.03571428571428,51.99535744436416,6,2,8,1
2023-02-27,P001,Electronics,43.0,30.79,0.0,0.0,0.0,167.0,67.0,132.0,158.0,106.0,46.82591874877278,125.21428571428571,47.91206459824011,131.5,52.1049510692211,0,2,9,0
2023-02-28,P001,Electronics,86.0,30.79,0.0,0.0,0.0,43.0,48.0,107.0,67.0,102.57142857142857,50.86209178703118,118.85714285714286,52.61596298120524,127.39285714285714,54.419726329306485,1,2,9,0
2023-03-01,P001,Electronics,133.0,30.79,0.0,0.0,0.0,86.0,107.0,145.0,142.0,108.0,45.84757354539064,117.35714285714286,53.275202981755534,128.07142857142858,53.753159129507125,2,3,9,0
2023-03-02,P001,Electronics,132.0,30.79,0.0,0.0,0.0,133.0,118.0,112.0,196.0,111.71428571428571,46.79641825935789,116.5,52.89139816643157,127.75,53.693661257724436,3,3,9,0
2023-03-03,P001,Electronics,78.0,30.79,0.0,0.0,0.0,132.0,72.0,132.0,119.0,113.71428571428571,47.405042930453064,117.92857142857143,53.03041839100721,125.46428571428571,52.01672248411483,4,3,9,0
2023-03-04,P001,Electronics,175.0,30.79,0.0,0.0,0.0,78.0,163.0,238.0,177.0,114.57142857142857,46.57201285055633,114.07142857142857,53.88515463566836,124.0,52.776959057977244,5,3,9,1
2023-03-05,P001,Electronics,219.0,30.79,0.0,0.0,0.0,175.0,167.0,145.0,130.0,116.28571428571429,48.81841963068958,109.57142857142857,44.56406673493843,123.92857142857143,52.70387474084246,6,3,9,1
2023-03-06,P001,Electronics,147.0,30.79,0.0,0.0,0.0,219.0,43.0,67.0,50.0,123.71428571428571,60.40340576963711,114.85714285714286,52.72987351055909,127.10714285714286,55.68319068505076,0,3,10,0
2023-03-07,P001,Electronics,117.0,30.79,0.0,0.0,0.0,147.0,86.0,48.0,243.0,138.57142857142858,48.94506152431568,120.57142857142857,51.464273322096254,130.57142857142858,53.69007672395652,1,3,10,0
2023-03-08,P001,Electronics,104.0,30.79,0.0,0.0,0.0,117.0,133.0,107.0,74.0,143.0,44.60567975792619,125.5,47.09850561078589,126.07142857142857,48.992764825951646,2,3,10,0
2023-03-09,P001,Electronics,98.0,30.79,0.0,0.0,0.0,104.0,132.0,118.0,63.0,138.85714285714286,46.97314328929021,125.28571428571429,47.1958742842057,127.14285714285714,48.13231322842874,3,3,10,0
2023-03-10,P001,Electronics,138.0,30.79,0.0,0.0,0.0,98.0,78.0,72.0,167.0,134.0,49.490739874579894,123.85714285714286,47.733002843311255,128.39285714285714,46.84200337755934,4,3,10,0
2023-03-11,P001,Electronics,180.0,30.79,0.0,0.0,0.0,138.0,175.0,163.0,169.0,142.57142857142858,42.93738519773936,128.57142857142858,45.42062270635405,127.35714285714286,46.27391416635437,5,3,10,1
2023-03-12,P001,Electronics,202.0,30.79,0.0,0.0,0.0,180.0,219.0,167.0,174.0,143.28571428571428,43.60318904894565,129.78571428571428,46.623167848396776,127.75,46.685412901438255,6,3,10,1
2023-03-13,P001,Electronics,126.0,30.79,0.0,0.0,0.0,202.0,147.0,43.0,132.0,140.85714285714286,38.90342132096083,132.28571428571428,49.61455830302628,128.75,47.994309076219686,0,3,11,0
2023-03-14,P001,Electronics,151.0,30.79,0.0,0.0,0.0,126.0,117.0,86.0,107.0,137.85714285714286,39.15962449355445,138.21428571428572,42.58598283550505,128.53571428571428,47.99265541252092,1,3,11,0
2023-03-15,P001,Electronics,125.0,30.79,0.0,0.0,0.0,151.0,104.0,133.0,145.0,142.71428571428572,38.23922194864972,142.85714285714286,39.915019619296025,130.10714285714286,47.98173980273489,2,3,11,0
2023-03-16,P001,Electronics,150.0,30.79,0.0,0.0,0.0,125.0,98.0,132.0,112.0,145.71428571428572,35.41522406025542,142.28571428571428,40.12370979747615,129.39285714285714,47.90062188238872,3,3,11,0
2023-03-17,P001,Electronics,154.0,30.79,0.0,0.0,0.0,150.0,138.0,78.0,132.0,153.14285714285714,28.521504000949694,143.57142857142858,40.05710209902139,130.75,47.92789723463083,4,3,11,0
2023-03-18,P001,Electronics,131.0,30.79,0.0,0.0,0.0,154.0,180.0,175.0,238.0,155.42857142857142,27.73600032963861,149.0,35.361865596451956,131.53571428571428,48.1290565527321,5,3,11,1
2023-03-19,P001,Electronics,80.0,30.79,0.0,0.0,0.0,131.0,202.0,219.0,145.0,148.42857142857142,26.663690310089862,145.85714285714286,34.82452085452501,127.71428571428571,43.37592534426095,6,3,11,1
2023-03-20,P001,Electronics,179.0,30.79,0.0,0.0,0.0,80.0,126.0,147.0,67.0,131.0,25.664502073226878,135.92857142857142,32.07314785278818,125.39285714285714,44.14902313059988,0,3,12,0
2023-03-21,P001,Electronics,132.0,30.79,0.0,0.0,0.0,179.0,151.0,117.0,48.0,138.57142857142858,31.17080441084328,138.21428571428572,34.00492853742178,129.39285714285714,43.73433203950643,1,3,12,0
2023-03-22,P001,Electronics,61.0,30.79,0.0,0.0,0.0,132.0,125.0,104.0,107.0,135.85714285714286,30.732331354392723,139.28571428571428,33.51791385886876,132.39285714285714,40.721583398700915,2,3,12,0
2023-03-23,P001,Electronics,97.0,30.79,0.0,0.0,0.0,61.0,150.0,98.0,118.0,126.71428571428571,41.967107301291286,136.21428571428572,38.58692200021333,130.75,42.66547307358249,3,3,12,0
2023-03-24,P001,Electronics,151.0,30.79,0.0,0.0,0.0,97.0,154.0,138.0,72.0,119.14285714285714,41.8466588528028,136.14285714285714,38.663950896165495,130.0,43.08045874785836,4,3,12,0
2023-03-25,P001,Electronics,159.0,30.79,0.0,0.0,0.0,151.0,131.0,180.0,163.0,118.71428571428571,41.44359333565841,137.07142857142858,38.86755476212532,132.82142857142858,41.7062510382002,5,3,12,1
2023-03-26,P001,Electronics,147.0,30.79,0.0,0.0,0.0,159.0,80.0,202.0,167.0,122.71428571428571,44.09351534225976,135.57142857142858,37.463242057976025,132.67857142857142,41.60578091192382,6,3,12,1
2023-03-27,P001,Electronics,174.0,30.79,0.0,0.0,0.0,147.0,179.0,126.0,43.0,132.28571428571428,40.392715043327165,131.64285714285714,32.518887157742974,131.96428571428572,41.16406392389068,0,3,13,0
2023-03-28,P001,Electronics,85.0,30.79,0.0,0.0,0.0,174.0,132.0,151.0,86.0,131.57142857142858,39.46245955697281,135.07142857142858,34.356645949206374,136.64285714285714,38.001183495911626,1,3,13,0
2023-03-29,P001,Electronics,94.0,30.79,0.0,0.0,0.0,85.0,61.0,125.0,133.0,124.85714285714286,43.19887564674407,130.35714285714286,36.46622703661175,136.60714285714286,38.05097875386366,2,3,13,0
2023-03-30,P001,Electronics,131.0,30.79,0.0,0.0,0.0,94.0,97.0,150.0,132.0,129.57142857142858,36.32197288537222,128.14285714285714,37.73563331889399,135.21428571428572,38.892403469302934,3,3,13,0
2023-03-31,P001,Electronics,138.0,30.79,0.0,0.0,0.0,131.0,151.0,154.0,78.0,134.42857142857142,33.395893674008995,126.78571428571429,37.227323653113004,135.17857142857142,38.89592340005385,4,3,13,0
2023-04-01,P001,Electronics,199.0,30.79,0.0,0.0,0.0,138.0,159.0,131.0,175.0,132.57142857142858,32.674440280118766,125.64285714285714,36.567339658092855,137.32142857142858,37.246977079855775,5,4,13,1
2023-04-02,P001,Electronics,220.0,30.79,0.0,0.0,0.0,199.0,147.0,80.0,219.0,138.28571428571428,40.60260371665133,130.5,41.51505750929414,138.17857142857142,38.40433383282227,6,4,13,1
2023-04-03,P001,Electronics,130.0,30.79,0.0,0.0,0.0,220.0,174.0,179.0,147.0,148.71428571428572,51.204538489324946,140.5,45.11992566824206,138.21428571428572,38.48266290052371,0,4,14,0
2023-04-04,P001,Electronics,141.0,30.79,0.0,0.0,0.0,130.0,85.0,132.0,117.0,142.42857142857142,50.275431849155176,137.0,43.78443699623099,137.60714285714286,38.473020162488936,1,4,14,0
2023-04-05,P001,Electronics,114.0,30.79,0.0,0.0,0.0,141.0,94.0,61.0,104.0,150.42857142857142,43.63048300923387,137.64285714285714,43.77144686253309,138.46428571428572,38.26368759489587,2,4,14,0
2023-04-06,P001,Electronics,125.0,30.79,0.0,0.0,0.0,114.0,131.0,97.0,98.0,153.28571428571428,39.806675678476665,141.42857142857142,38.621863648047174,138.82142857142858,37.975677958426445,3,4,14,0
2023-04-07,P001,Electronics,127.0,30.79,0.0,0.0,0.0,125.0,138.0,151.0,138.0,152.42857142857142,40.42629978474052,143.42857142857142,36.82748615183681,139.78571428571428,37.23633942192725,4,4,14,0
2023-04-08,P001,Electronics,0.0,30.79,0.0,0.0,0.0,127.0,199.0,159.0,180.0,150.85714285714286,41.285302354181546,141.71428571428572,37.00608800522619,139.39285714285714,37.313823558721886,5,4,14,1
2023-04-09,P001,Electronics,212.0,30.79,0.0,0.0,0.0,0.0,220.0,147.0,202.0,122.42857142857143,64.56226230768031,130.35714285714286,52.46333099319084,132.96428571428572,44.81111150468947,6,4,14,1
2023-04-10,P001,Electronics,143.0,30.79,0.0,0.0,0.0,212.0,130.0,174.0,126.0,121.28571428571429,62.58784303072042,135.0,56.750465941835074,133.32142857142858,45.41744938891558,0,4,15,0
2023-04-11,P001,Electronics,124.0,30.79,0.0,0.0,0.0,143.0,141.0,85.0,151.0,123.14285714285714,63.08044750271561,132.78571428571428,55.70689581872463,133.92857142857142,45.42957803949493,1,4,15,0
2023-04-12,P001,Electronics,93.0,30.79,0.0,0.0,0.0,124.0,114.0,94.0,125.0,120.71428571428571,62.603818535598116,135.57142857142858,54.084996192907425,132.96428571428572,45.34026265902545,2,4,15,0
2023-04-13,P001,Electronics,125.0,30.79,0.0,0.0,0.0,93.0,125.0,131.0,150.0,117.71428571428571,63.47627978416897,135.5,54.14474901736865,131.82142857142858,45.94767843361787,3,4,15,0
2023-04-14,P001,Electronics,121.0,30.79,0.0,0.0,0.0,125.0,127.0,138.0,154.0,117.71428571428571,63.47627978416897,135.07142857142858,54.20681802946119,130.92857142857142,45.824082760558994,4,4,15,0
2023-04-15,P001,Electronics,181.0,30.79,0.0,0.0,0.0,121.0,0.0,199.0,131.0,116.85714285714286,63.37041520938243,133.85714285714286,54.32644510146634,129.75,45.63269214710646,5,4,15,1
2023-04-16,P001,Electronics,283.0,30.79,0.0,0.0,0.0,181.0,212.0,220.0,80.0,142.71428571428572,40.56564345072598,132.57142857142858,52.8593406136502,131.53571428571428,46.650379810971906,6,4,15,1
2023-04-17,P001,Electronics,103.0,30.79,0.0,0.0,0.0,283.0,143.0,130.0,179.0,152.85714285714286,63.28883148294166,137.07142857142858,62.64977657976525,138.78571428571428,53.60096540234599,0,4,16,0
2023-04-18,P001,Electronics,137.0,30.79,0.0,0.0,0.0,103.0,124.0,141.0,132.0,147.14285714285714,66.0717503209669,135.14285714285714,63.29644192558977,136.07142857142858,53.41308521287337,1,4,16,0
2023-04-19,P001,Electronics,160.0,30.79,0.0,0.0,0.0,137.0,93.0,114.0,61.0,149.0,65.4930021707154,134.85714285714286,63.27699441327804,136.25,53.40732714331052,2,4,16,0
2023-04-20,P001,Electronics,125.0,30.79,0.0,0.0,0.0,160.0,125.0,125.0,97.0,158.57142857142858,60.66261106276564,138.14285714285714,63.30494833357405,139.78571428571428,51.48344368381911,3,4,16,0
2023-04-21,P001,Electronics,204.0,30.79,0.0,0.0,0.0,125.0,121.0,127.0,151.0,158.57142857142858,60.66261106276564,138.14285714285714,63.30494833357405,140.78571428571428,50.89011920603285,4,4,16,0
2023-04-22,P001,Electronics,151.0,30.79,0.0,0.0,0.0,204.0,181.0,0.0,159.0,170.42857142857142,60.204809173512395,143.64285714285714,65.56688557127353,142.67857142857142,52.251566392560825,5,4,16,1
2023-04-23,P001,Electronics,185.0,30.79,0.0,0.0,0.0,151.0,283.0,212.0,147.0,166.14285714285714,60.394339059850516,154.42857142857142,50.899167721341634,142.39285714285714,52.18083888833092,6,4,16,1
2023-04-24,P001,Electronics,92.0,30.79,0.0,0.0,0.0,185.0,103.0,143.0,174.0,152.14285714285714,34.671931834595746,152.5,49.027072583969755,143.75,52.79564025210445,0,4,17,0
2023-04-25,P001,Electronics,107.0,30.79,0.0,0.0,0.0,92.0,137.0,124.0,85.0,150.57142857142858,37.411482831064646,148.85714285714286,51.6137386940533,140.82142857142858,53.32712017380787,1,4,17,0
2023-04-26,P001,Electronics,128.0,30.79,0.0,0.0,0.0,107.0,160.0,93.0,94.0,146.28571428571428,40.79098873409126,147.64285714285714,52.436932291390406,141.60714285714286,52.631731933779335,2,4,17,0
2023-04-27,P001,Electronics,149.0,30.79,0.0,0.0,0.0,128.0,125.0,125.0,131.0,141.71428571428572,40.79098873409127,150.14285714285714,50.427186109291206,142.82142857142858,51.87952823354749,3,4,17,0
2023-04-28,P001,Electronics,130.0,30.79,0.0,0.0,0.0,149.0,204.0,121.0,138.0,145.14285714285714,40.15564954618701,151.85714285714286,49.9120104905501,143.46428571428572,51.839125894877654,4,4,17,0
2023-04-29,P001,Electronics,229.0,30.79,0.0,0.0,0.0,130.0,151.0,181.0,199.0,134.57142857142858,30.70752971100706,152.5,49.54058165553997,143.17857142857142,51.89237692637315,5,4,17,1
2023-04-30,P001,Electronics,162.0,30.79,0.0,0.0,0.0,229.0,185.0,283.0,220.0,145.71428571428572,47.32058849209394,155.92857142857142,53.1911853393228,144.25,53.3761113163863,6,4,17,1
2023-05-01,P001,Electronics,106.0,30.79,0.0,0.0,0.0,162.0,92.0,103.0,130.0,142.42857142857142,44.87336679611912,147.28571428571428,38.853627830672245,142.17857142857142,51.41699788939133,0,5,18,0
2023-05-02,P001,Electronics,212.0,30.79,0.0,0.0,0.0,106.0,107.0,137.0,141.0,144.42857142857142,42.50042016599027,147.5,38.59802705200987,141.32142857142858,51.825957725640684,1,5,18,0
2023-05-03,P001,Electronics,131.0,30.79,0.0,0.0,0.0,212.0,128.0,160.0,114.0,159.42857142857142,45.511380052528715,152.85714285714286,42.07659159722365,143.85714285714286,53.518923123276075,2,5,18,0
2023-05-04,P001,Electronics,92.0,30.79,0.0,0.0,0.0,131.0,149.0,125.0,125.0,159.85714285714286,45.179009032324416,150.78571428571428,42.410409773342785,144.46428571428572,53.2634835252885,3,5,18,0
2023-05-05,P001,Electronics,93.0,30.79,0.0,0.0,0.0,92.0,130.0,204.0,127.0,151.71428571428572,52.07275130595104,148.42857142857142,44.80335544733957,143.28571428571428,54.06913074454685,4,5,18,0
2023-05-06,P001,Electronics,118.0,30.79,0.0,0.0,0.0,93.0,229.0,151.0,0.0,146.42857142857142,56.346715795620064,140.5,44.02752635480527,142.07142857142858,54.82492577990861,5,5,18,1
2023-05-07,P001,Electronics,208.0,30.79,0.0,0.0,0.0,118.0,162.0,185.0,212.0,130.57142857142858,43.358417648161286,138.14285714285714,44.30463969948402,146.28571428571428,47.552588544144264,6,5,18,1
2023-05-08,P001,Electronics,103.0,30.79,0.0,0.0,0.0,208.0,106.0,92.0,143.0,137.14285714285714,51.61533548416457,139.78571428571428,46.54555844534478,146.14285714285714,47.35344978298001,0,5,19,0
2023-05-09,P001,Electronics,119.0,30.79,0.0,0.0,0.0,103.0,212.0,107.0,124.0,136.71428571428572,51.928522302983254,140.57142857142858,45.763126382096445,144.71428571428572,48.05001803125817,1,5,19,0
2023-05-10,P001,Electronics,113.0,30.79,0.0,0.0,0.0,119.0,131.0,128.0,93.0,123.42857142857143,39.97856568569862,141.42857142857142,45.194816390504606,144.53571428571428,48.139059480000746,2,5,19,0
2023-05-11,P001,Electronics,139.0,30.79,0.0,0.0,0.0,113.0,92.0,149.0,125.0,120.85714285714286,39.98928427895231,140.35714285714286,45.71249137962034,145.25,47.490057438958296,3,5,19,0
2023-05-12,P001,Electronics,85.0,30.79,0.0,0.0,0.0,139.0,93.0,130.0,121.0,127.57142857142857,38.24420279753587,139.64285714285714,45.64513141593545,145.75,47.34242870360115,4,5,19,0
2023-05-13,P001,Electronics,109.0,30.79,0.0,0.0,0.0,85.0,118.0,229.0,181.0,126.42857142857143,39.546837812300296,136.42857142857142,47.90489662737117,144.46428571428572,48.51382555356022,5,5,19,1
2023-05-14,P001,Electronics,169.0,30.79,0.0,0.0,0.0,109.0,208.0,162.0,283.0,125.14285714285714,40.01011776800373,127.85714285714286,40.180089104425335,141.89285714285714,48.41360329625327,6,5,19,1
2023-05-15,P001,Electronics,133.0,30.79,0.0,0.0,0.0,169.0,103.0,106.0,103.0,119.57142857142857,27.220440498867514,128.35714285714286,40.6781119425274,137.82142857142858,40.20507943902627,0,5,20,0
2023-05-16,P001,Electronics,123.0,30.79,0.0,0.0,0.0,133.0,119.0,212.0,137.0,123.85714285714286,26.529408659250738,130.28571428571428,40.17352471357332,138.89285714285714,39.63849539854304,1,5,20,0
2023-05-17,P001,Electronics,85.0,30.79,0.0,0.0,0.0,123.0,113.0,131.0,160.0,124.42857142857143,26.450312807584183,123.92857142857143,32.57054895669798,138.39285714285714,39.751393440020195,2,5,20,0
2023-05-18,P001,Electronics,133.0,30.79,0.0,0.0,0.0,85.0,139.0,92.0,125.0,120.42857142857143,30.303229436575233,120.64285714285714,34.08723456720362,135.71428571428572,40.755692302136815,3,5,20,0
2023-05-19,P001,Electronics,86.0,30.79,0.0,0.0,0.0,133.0,85.0,93.0,204.0,119.57142857142857,29.77055112499129,123.57142857142857,33.18645294906733,136.0,40.70580994112465,4,5,20,0
2023-05-20,P001,Electronics,131.0,30.79,0.0,0.0,0.0,86.0,109.0,118.0,151.0,119.71428571428571,29.57878905406318,123.07142857142857,33.73075356797913,131.78571428571428,39.495294743529946,5,5,20,1
2023-05-21,P001,Electronics,111.0,30.79,0.0,0.0,0.0,131.0,169.0,208.0,185.0,122.85714285714286,29.41897670681622,124.0,33.7593291949397,131.07142857142858,39.31537120133053,6,5,20,1
2023-05-22,P001,Electronics,151.0,30.79,0.0,0.0,0.0,111.0,133.0,103.0,92.0,114.57142857142857,21.306158287039647,117.07142857142857,23.62679146065494,128.42857142857142,38.02185392194036,0,5,21,0
2023-05-23,P001,Electronics,129.0,30.79,0.0,0.0,0.0,151.0,123.0,119.0,107.0,117.14285714285714,24.714560967363557,120.5,24.877391651550145,130.53571428571428,37.56030424565876,1,5,21,0
2023-05-24,P001,Electronics,127.0,30.79,0.0,0.0,0.0,129.0,85.0,113.0,128.0,118.0,25.053276565484857,121.21428571428571,24.97438247924824,131.32142857142858,37.27878313407868,2,5,21,0
2023-05-25,P001,Electronics,147.0,30.79,0.0,0.0,0.0,127.0,133.0,139.0,149.0,124.0,20.436894741292537,122.21428571428571,24.900350851493506,131.28571428571428,37.28256184852933,3,5,21,0
2023-05-26,P001,Electronics,196.0,30.79,0.0,0.0,0.0,147.0,86.0,85.0,130.0,126.0,22.083176100069252,122.78571428571429,25.40193381926349,131.21428571428572,37.249267596933144,4,5,21,0
2023-05-27,P001,Electronics,74.0,30.79,0.0,0.0,0.0,196.0,131.0,109.0,229.0,141.71428571428572,27.378302149173276,130.71428571428572,29.6659052460216,133.57142857142858,39.20641346951867,5,5,21,1
2023-05-28,P001,Electronics,116.0,30.79,0.0,0.0,0.0,74.0,111.0,169.0,162.0,133.57142857142858,37.64685530407174,128.21428571428572,32.93158075448262,128.03571428571428,36.04881684282012,6,5,21,1
2023-05-29,P001,Electronics,86.0,30.79,0.0,0.0,0.0,116.0,151.0,133.0,106.0,134.28571428571428,37.19190900233672,124.42857142857143,30.863755905129704,126.39285714285714,35.48744095604051,0,5,22,0
2023-05-30,P001,Electronics,78.0,30.79,0.0,0.0,0.0,86.0,129.0,123.0,212.0,125.0,40.307154038292886,121.07142857142857,32.37868312453615,125.67857142857143,36.10894376890323,1,5,22,0
2023-05-31,P001,Electronics,117.0,30.79,0.0,0.0,0.0,78.0,127.0,85.0,131.0,117.71428571428571,43.91170795173085,117.85714285714286,34.34632920226457,120.89285714285714,32.98971701259988,2,5,22,0
2023-06-01,P001,Electronics,142.0,24.63,1.0,0.2,0.0,117.0,147.0,133.0,92.0,116.28571428571429,43.721521343286256,120.14285714285714,33.03112085677606,120.39285714285714,32.936908584290975,3,6,22,0
2023-06-02,P001,Electronics,66.0,30.79,0.0,0.0,0.0,142.0,196.0,86.0,93.0,115.57142857142857,43.17351480887777,120.78571428571429,33.38626749342997,122.17857142857143,32.6950597371671,4,6,22,0
2023-06-03,P001,Electronics,158.0,30.79,0.0,0.0,0.0,66.0,74.0,131.0,118.0,97.0,28.160255680657702,119.35714285714286,35.35883556831665,121.21428571428571,33.96115116364258,5,6,22,1
2023-06-04,P001,Electronics,145.0,30.79,0.0,0.0,0.0,158.0,116.0,111.0,208.0,109.0,34.01470270339004,121.28571428571429,36.75161654514424,122.64285714285714,34.655141551851,6,6,22,1
2023-06-05,P001,Electronics,116.0,30.79,0.0,0.0,0.0,145.0,86.0,151.0,103.0,113.14285714285714,36.67164468372713,123.71428571428571,37.140955149949356,120.39285714285714,30.731018574812904,0,6,23,0
2023-06-06,P001,Electronics,116.0,30.79,0.0,0.0,0.0,116.0,78.0,129.0,119.0,117.42857142857143,34.669184890221864,121.21428571428571,36.33218232541879,120.85714285714286,30.556219329009483,1,6,23,0
2023-06-07,P001,Electronics,118.0,30.79,0.0,0.0,0.0,116.0,117.0,127.0,113.0,122.85714285714286,30.1464678496425,120.28571428571429,36.28398369153358,120.75,30.56822969467908,2,6,23,0
