date,product_id,category,quantity,price,promotion,discount,store,region,holiday
2023-03-03,P001,Electronics,78,30.79,0,0.0,STORE_1,North,0
2023-03-04,P001,Electronics,175,30.79,0,0.0,STORE_1,West,0
2023-03-05,P001,Electronics,219,30.79,0,0.0,STORE_5,West,0
2023-03-06,P001,Electronics,147,30.79,0,0.0,STORE_3,East,0
2023-03-07,P001,Electronics,117,30.79,0,0.0,STORE_3,West,0
2023-03-08,P001,Electronics,104,30.79,0,0.0,STORE_4,West,0
2023-03-09,P001,Electronics,98,30.79,0,0.0,STORE_4,East,0
2023-03-10,P001,Electronics,138,30.79,0,0.0,STORE_4,East,0
2023-03-11,P001,Electronics,180,30.79,0,0.0,STORE_1,North,0
2023-03-12,P001,Electronics,202,30.79,0,0.0,STORE_3,East,0
2023-03-13,P001,Electronics,126,30.79,0,0.0,STORE_2,South,0
2023-03-14,P001,Electronics,151,30.79,0,0.0,STORE_5,West,0
2023-03-15,P001,Electronics,125,30.79,0,0.0,STORE_3,South,0
2023-03-16,P001,Electronics,150,30.79,0,0.0,STORE_1,West,0
2023-03-17,P001,Electronics,154,30.79,0,0.0,STORE_5,East,0
2023-03-18,P001,Electronics,131,30.79,0,0.0,STORE_2,East,0
2023-03-19,P001,Electronics,80,30.79,0,0.0,STORE_2,West,0
2023-03-20,P001,Electronics,179,30.79,0,0.0,STORE_5,South,0
2023-03-21,P001,Electronics,132,30.79,0,0.0,STORE_4,South,0
2023-03-22,P001,Electronics,61,30.79,0,0.0,STORE_5,South,0
2023-03-23,P001,Electronics,97,30.79,0,0.0,STORE_4,West,0
2023-03-24,P001,Electronics,151,30.79,0,0.0,STORE_5,West,0
2023-03-25,P001,Electronics,159,30.79,0,0.0,STORE_1,North,0
2023-03-26,P001,Electronics,147,30.79,0,0.0,STORE_3,South,0
2023-03-27,P001,Electronics,174,30.79,0,0.0,STORE_2,South,0
2023-03-28,P001,Electronics,85,30.79,0,0.0,STORE_2,East,0
2023-03-29,P001,Electronics,94,30.79,0,0.0,STORE_2,North,0
2023-03-30,P001,Electronics,131,30.79,0,0.0,STORE_2,East,0
2023-03-31,P001,Electronics,138,30.79,0,0.0,STORE_3,East,0
2023-04-01,P001,Electronics,199,30.79,0,0.0,STORE_5,North,0
2023-04-02,P001,Electronics,220,30.79,0,0.0,STORE_4,North,0
2023-04-03,P001,Electronics,130,30.79,0,0.0,STORE_2,East,0
2023-04-04,P001,Electronics,141,30.79,0,0.0,STORE_3,South,0
2023-04-05,P001,Electronics,114,30.79,0,0.0,STORE_3,West,0
2023-04-06,P001,Electronics,125,30.79,0,0.0,STORE_2,West,0
2023-04-07,P001,Electronics,127,30.79,0,0.0,STORE_3,West,0
2023-04-09,P001,Electronics,212,30.79,0,0.0,STORE_2,West,0
2023-04-10,P001,Electronics,143,30.79,0,0.0,STORE_3,North,0
2023-04-11,P001,Electronics,124,30.79,0,0.0,STORE_4,South,0
2023-04-12,P001,Electronics,93,30.79,0,0.0,STORE_3,North,0
2023-04-13,P001,Electronics,125,30.79,0,0.0,STORE_2,East,0
2023-04-14,P001,Electronics,121,30.79,0,0.0,STORE_3,East,0
2023-04-15,P001,Electronics,181,30.79,0,0.0,STORE_4,South,0
2023-04-16,P001,Electronics,283,30.79,0,0.0,STORE_2,South,0
2023-04-17,P001,Electronics,103,30.79,0,0.0,STORE_3,East,0
2023-04-18,P001,Electronics,137,30.79,0,0.0,STORE_4,North,0
2023-04-19,P001,Electronics,160,30.79,0,0.0,STORE_2,East,0
2023-04-20,P001,Electronics,125,30.79,0,0.0,STORE_2,East,0
2023-04-21,P001,Electronics,204,30.79,0,0.0,STORE_5,North,0
2023-04-22,P001,Electronics,151,30.79,0,0.0,STORE_2,North,0
2023-04-23,P001,Electronics,185,30.79,0,0.0,STORE_3,South,0
2023-04-24,P001,Electronics,92,30.79,0,0.0,STORE_1,East,0
2023-04-25,P001,Electronics,107,30.79,0,0.0,STORE_5,South,0
2023-04-26,P001,Electronics,128,30.79,0,0.0,STORE_3,South,0
2023-04-27,P001,Electronics,149,30.79,0,0.0,STORE_4,East,0
2023-04-28,P001,Electronics,130,30.79,0,0.0,STORE_4,North,0
2023-04-29,P001,Electronics,229,30.79,0,0.0,STORE_2,East,0
2023-04-30,P001,Electronics,162,30.79,0,0.0,STORE_2,North,0
2023-05-01,P001,Electronics,106,30.79,0,0.0,STORE_4,North,0
2023-05-02,P001,Electronics,212,30.79,0,0.0,STORE_5,North,0
2023-05-03,P001,Electronics,131,30.79,0,0.0,STORE_1,South,0
2023-05-04,P001,Electronics,92,30.79,0,0.0,STORE_5,North,0
2023-05-05,P001,Electronics,93,30.79,0,0.0,STORE_5,West,0
2023-05-06,P001,Electronics,118,30.79,0,0.0,STORE_1,South,0
2023-05-07,P001,Electronics,208,30.79,0,0.0,STORE_1,West,0
2023-05-08,P001,Electronics,103,30.79,0,0.0,STORE_4,West,0
2023-05-09,P001,Electronics,119,30.79,0,0.0,STORE_5,West,0
2023-05-10,P001,Electronics,113,30.79,0,0.0,STORE_2,West,0
2023-05-11,P001,Electronics,139,30.79,0,0.0,STORE_4,North,0
2023-05-12,P001,Electronics,85,30.79,0,0.0,STORE_5,South,0
2023-05-13,P001,Electronics,109,30.79,0,0.0,STORE_2,East,0
2023-05-14,P001,Electronics,169,30.79,0,0.0,STORE_2,East,0
2023-05-15,P001,Electronics,133,30.79,0,0.0,STORE_5,North,0
2023-05-16,P001,Electronics,123,30.79,0,0.0,STORE_2,East,0
2023-05-17,P001,Electronics,85,30.79,0,0.0,STORE_3,West,0
2023-05-18,P001,Electronics,133,30.79,0,0.0,STORE_3,West,0
2023-05-19,P001,Electronics,86,30.79,0,0.0,STORE_3,South,0
2023-05-20,P001,Electronics,131,30.79,0,0.0,STORE_2,North,0
2023-05-21,P001,Electronics,111,30.79,0,0.0,STORE_4,South,0
2023-05-22,P001,Electronics,151,30.79,0,0.0,STORE_4,South,0
2023-05-23,P001,Electronics,129,30.79,0,0.0,STORE_2,South,0
2023-05-24,P001,Electronics,127,30.79,0,0.0,STORE_3,South,0
2023-05-25,P001,Electronics,147,30.79,0,0.0,STORE_1,South,0
2023-05-26,P001,Electronics,196,30.79,0,0.0,STORE_2,North,0
2023-05-27,P001,Electronics,74,30.79,0,0.0,STORE_5,South,0
2023-05-28,P001,Electronics,116,30.79,0,0.0,STORE_3,South,0
2023-05-29,P001,Electronics,86,30.79,0,0.0,STORE_4,North,0
2023-05-30,P001,Electronics,78,30.79,0,0.0,STORE_5,West,0
2023-05-31,P001,Electronics,117,30.79,0,0.0,STORE_4,East,0
2023-06-01,P001,Electronics,142,24.63,1,0.2,STORE_4,West,0
2023-06-02,P001,Electronics,66,30.79,0,0.0,STORE_4,East,0
2023-06-03,P001,Electronics,158,30.79,0,0.0,STORE_3,North,0
2023-06-04,P001,Electronics,145,30.79,0,0.0,STORE_4,West,0
2023-06-05,P001,Electronics,116,30.79,0,0.0,STORE_2,South,0
2023-06-06,P001,Electronics,116,30.79,0,0.0,STORE_5,East,0
2023-06-07,P001,Electronics,118,30.79,0,0.0,STORE_1,South,0
2023-06-08,P001,Electronics,89,30.79,0,0.0,STORE_5,South,0
2023-06-09,P001,Electronics,161,30.79,0,0.0,STORE_5,South,0
2023-06-10,P001,Electronics,148,30.79,0,0.0,STORE_1,South,0
2023-06-11,P001,Electronics,62,30.79,0,0.0,STORE_4,East,0
2023-06-12,P001,Electronics,68,30.79,0,0.0,STORE_5,East,0
2023-06-13,P001,Electronics,47,30.79,0,0.0,STORE_3,North,0
2023-06-14,P001,Electronics,96,30.79,0,0.0,STORE_2,North,0
2023-06-15,P001,Electronics,92,30.79,0,0.0,STORE_5,West,0
2023-06-16,P001,Electronics,82,30.79,0,0.0,STORE_3,East,0
2023-06-17,P001,Electronics,211,30.79,0,0.0,STORE_1,West,0
2023-06-18,P001,Electronics,152,30.79,0,0.0,STORE_2,East,0
2023-06-19,P001,Electronics,113,30.79,0,0.0,STORE_4,East,0
2023-06-20,P001,Electronics,67,30.79,0,0.0,STORE_3,West,0
2023-06-21,P001,Electronics,87,26.48,1,0.14,STORE_2,East,0
2023-06-22,P001,Electronics,92,30.79,0,0.0,STORE_4,South,0
2023-06-23,P001,Electronics,95,30.79,0,0.0,STORE_1,East,0
2023-06-24,P001,Electronics,57,30.79,0,0.0,STORE_2,North,0
2023-06-25,P001,Electronics,118,30.79,0,0.0,STORE_3,South,0
2023-06-26,P001,Electronics,89,30.79,0,0.0,STORE_1,East,0
2023-06-27,P001,Electronics,82,30.79,0,0.0,STORE_2,North,0
2023-06-28,P001,Electronics,176,21.86,1,0.29,STORE_5,East,0
2023-06-29,P001,Electronics,125,21.86,1,0.29,STORE_5,East,0
2023-06-30,P001,Electronics,134,22.78,1,0.26,STORE_5,South,0
2023-07-01,P001,Electronics,123,30.79,0,0.0,STORE_2,North,0
2023-07-02,P001,Electronics,140,30.79,0,0.0,STORE_1,East,0
2023-07-03,P001,Electronics,110,30.79,0,0.0,STORE_5,West,0
2023-07-04,P001,Electronics,142,30.79,0,0.0,STORE_2,East,1
2023-07-05,P001,Electronics,85,28.33,1,0.08,STORE_4,South,0
2023-07-06,P001,Electronics,92,30.79,0,0.0,STORE_1,East,0
2023-07-07,P001,Electronics,96,30.79,0,0.0,STORE_4,South,0
2023-07-08,P001,Electronics,98,30.79,0,0.0,STORE_3,South,0
2023-07-09,P001,Electronics,138,30.79,0,0.0,STORE_5,South,0
2023-07-10,P001,Electronics,102,30.79,0,0.0,STORE_1,North,0
2023-07-11,P001,Electronics,152,25.86,1,0.16,STORE_3,West,0
2023-07-12,P001,Electronics,119,30.79,0,0.0,STORE_5,East,0
2023-07-13,P001,Electronics,57,30.79,0,0.0,STORE_2,North,0
2023-07-14,P001,Electronics,77,30.79,0,0.0,STORE_4,West,0
2023-07-15,P001,Electronics,107,30.79,0,0.0,STORE_1,North,0
2023-07-16,P001,Electronics,103,30.79,0,0.0,STORE_4,East,0
2023-07-17,P001,Electronics,60,30.79,0,0.0,STORE_2,North,0
2023-07-18,P001,Electronics,41,30.79,0,0.0,STORE_3,South,0
2023-07-19,P001,Electronics,75,30.79,0,0.0,STORE_5,East,0
2023-07-20,P001,Electronics,56,30.79,0,0.0,STORE_4,West,0
2023-07-21,P001,Electronics,74,30.79,0,0.0,STORE_3,West,0
2023-07-22,P001,Electronics,77,30.79,0,0.0,STORE_1,West,0
2023-07-23,P001,Electronics,67,30.79,0,0.0,STORE_2,North,0
2023-07-24,P001,Electronics,75,30.79,0,0.0,STORE_5,North,0
2023-07-25,P001,Electronics,113,24.02,1,0.22,STORE_2,West,0
2023-07-26,P001,Electronics,141,30.79,0,0.0,STORE_4,West,0
2023-07-27,P001,Electronics,169,24.63,1,0.2,STORE_3,South,0
2023-07-28,P001,Electronics,73,30.79,0,0.0,STORE_2,North,0
2023-07-29,P001,Electronics,108,30.79,0,0.0,STORE_4,East,0
2023-07-30,P001,Electronics,64,30.79,0,0.0,STORE_2,North,0
2023-07-31,P001,Electronics,41,30.79,0,0.0,STORE_2,North,0
2023-08-01,P001,Electronics,96,30.79,0,0.0,STORE_3,West,0
2023-08-02,P001,Electronics,47,30.79,0,0.0,STORE_4,South,0
2023-08-03,P001,Electronics,45,30.79,0,0.0,STORE_5,North,0
2023-08-04,P001,Electronics,63,30.79,0,0.0,STORE_4,East,0
2023-08-05,P001,Electronics,87,30.79,0,0.0,STORE_4,South,0
2023-08-06,P001,Electronics,65,30.79,0,0.0,STORE_4,East,0
2023-08-07,P001,Electronics,57,30.79,0,0.0,STORE_2,West,0
2023-08-08,P001,Electronics,84,30.79,0,0.0,STORE_2,North,0
2023-08-09,P001,Electronics,47,30.79,0,0.0,STORE_3,East,0
2023-08-10,P001,Electronics,36,30.79,0,0.0,STORE_4,West,0
2023-08-11,P001,Electronics,77,30.79,0,0.0,STORE_4,South,0
2023-08-12,P001,Electronics,96,30.79,0,0.0,STORE_1,West,0
2023-08-13,P001,Electronics,68,30.79,0,0.0,STORE_4,South,0
2023-08-14,P001,Electronics,31,30.79,0,0.0,STORE_2,South,0
2023-08-15,P001,Electronics,45,30.79,0,0.0,STORE_5,West,0
2023-08-16,P001,Electronics,57,30.79,0,0.0,STORE_4,East,0
2023-08-17,P001,Electronics,77,30.79,0,0.0,STORE_5,West,0
2023-08-18,P001,Electronics,39,30.79,0,0.0,STORE_4,West,0
2023-08-20,P001,Electronics,94,30.79,0,0.0,STORE_1,North,0
2023-08-21,P001,Electronics,16,30.79,0,0.0,STORE_2,South,0
2023-08-22,P001,Electronics,72,30.79,0,0.0,STORE_5,West,0
2023-08-23,P001,Electronics,36,30.79,0,0.0,STORE_2,East,0
2023-08-24,P001,Electronics,60,30.79,0,0.0,STORE_1,South,0
2023-08-25,P001,Electronics,58,30.79,0,0.0,STORE_2,South,0
2023-08-26,P001,Electronics,100,30.79,0,0.0,STORE_3,West,0
2023-08-27,P001,Electronics,87,30.79,0,0.0,STORE_4,North,0
2023-08-28,P001,Electronics,16,30.79,0,0.0,STORE_5,North,0
2023-08-29,P001,Electronics,40,30.79,0,0.0,STORE_5,West,0
2023-08-30,P001,Electronics,79,25.25,1,0.18,STORE_3,South,0
2023-08-31,P001,Electronics,49,30.79,0,0.0,STORE_3,West,0
2023-09-01,P001,Electronics,59,30.79,0,0.0,STORE_5,East,0
2023-09-02,P001,Electronics,89,30.79,0,0.0,STORE_1,West,0
2023-09-03,P001,Electronics,84,30.79,0,0.0,STORE_3,East,0
2023-09-04,P001,Electronics,47,30.79,0,0.0,STORE_3,West,0
2023-09-05,P001,Electronics,23,30.79,0,0.0,STORE_4,West,0
2023-09-06,P001,Electronics,43,30.79,0,0.0,STORE_5,North,0
2023-09-07,P001,Electronics,56,30.79,0,0.0,STORE_4,West,0
2023-09-08,P001,Electronics,34,30.79,0,0.0,STORE_4,East,0
2023-09-09,P001,Electronics,82,30.79,0,0.0,STORE_4,North,0
2023-09-10,P001,Electronics,87,30.79,0,0.0,STORE_3,North,0
2023-09-11,P001,Electronics,51,30.79,0,0.0,STORE_2,South,0
2023-09-12,P001,Electronics,5,30.79,0,0.0,STORE_2,North,0
2023-09-13,P001,Electronics,30,30.79,0,0.0,STORE_4,South,0
2023-09-14,P001,Electronics,75,30.79,0,0.0,STORE_4,West,0
2023-09-15,P001,Electronics,40,30.79,0,0.0,STORE_2,South,0
2023-09-16,P001,Electronics,28,30.79,0,0.0,STORE_5,North,0
2023-09-17,P001,Electronics,91,30.79,0,0.0,STORE_5,South,0
2023-09-18,P001,Electronics,48,30.79,0,0.0,STORE_4,North,0
2023-09-19,P001,Electronics,63,30.79,0,0.0,STORE_2,West,0
2023-09-20,P001,Electronics,51,30.79,0,0.0,STORE_5,North,0
2023-09-21,P001,Electronics,54,30.79,0,0.0,STORE_2,West,0
2023-09-22,P001,Electronics,52,30.79,0,0.0,STORE_3,South,0
2023-09-23,P001,Electronics,80,30.79,0,0.0,STORE_5,North,0
2023-09-24,P001,Electronics,110,30.79,0,0.0,STORE_3,East,0
2023-09-25,P001,Electronics,60,30.79,0,0.0,STORE_2,South,0
2023-09-26,P001,Electronics,25,30.79,0,0.0,STORE_1,West,0
2023-09-27,P001,Electronics,71,26.48,1,0.14,STORE_2,East,0
2023-09-28,P001,Electronics,62,30.79,0,0.0,STORE_4,West,0
2023-09-29,P001,Electronics,63,30.79,0,0.0,STORE_4,South,0
2023-09-30,P001,Electronics,57,30.79,0,0.0,STORE_2,North,0
2023-10-01,P001,Electronics,88,30.79,0,0.0,STORE_1,North,0
2023-10-02,P001,Electronics,59,30.79,0,0.0,STORE_4,South,0
2023-10-03,P001,Electronics,139,22.17,1,0.28,STORE_1,South,0
2023-10-04,P001,Electronics,36,30.79,0,0.0,STORE_1,West,0
2023-10-05,P001,Electronics,40,30.79,0,0.0,STORE_3,South,0
2023-10-06,P001,Electronics,42,30.79,0,0.0,STORE_3,West,0
2023-10-07,P001,Electronics,56,30.79,0,0.0,STORE_2,North,0
2023-10-08,P001,Electronics,48,30.79,0,0.0,STORE_2,South,0
2023-10-09,P001,Electronics,9,30.79,0,0.0,STORE_2,West,0
2023-10-10,P001,Electronics,41,30.79,0,0.0,STORE_2,North,0
2023-10-11,P001,Electronics,52,30.79,0,0.0,STORE_1,South,0
2023-10-12,P001,Electronics,40,30.79,0,0.0,STORE_1,West,0
2023-10-13,P001,Electronics,74,30.79,0,0.0,STORE_2,East,0
2023-10-14,P001,Electronics,67,30.79,0,0.0,STORE_1,West,0
2023-10-15,P001,Electronics,92,30.79,0,0.0,STORE_2,East,0
2023-10-16,P001,Electronics,51,30.79,0,0.0,STORE_3,West,0
2023-10-17,P001,Electronics,60,30.79,0,0.0,STORE_1,West,0
2023-10-18,P001,Electronics,52,30.79,0,0.0,STORE_4,West,0
2023-10-19,P001,Electronics,115,22.17,1,0.28,STORE_4,North,0
2023-10-20,P001,Electronics,49,30.79,0,0.0,STORE_3,East,0
2023-10-21,P001,Electronics,78,30.79,0,0.0,STORE_4,North,0
2023-10-22,P001,Electronics,76,30.79,0,0.0,STORE_5,North,0
2023-10-23,P001,Electronics,45,30.79,0,0.0,STORE_1,South,0
2023-10-24,P001,Electronics,55,30.79,0,0.0,STORE_1,East,0
2023-10-25,P001,Electronics,82,30.79,0,0.0,STORE_2,South,0
2023-10-26,P001,Electronics,46,30.79,0,0.0,STORE_4,West,0
2023-10-27,P001,Electronics,56,30.79,0,0.0,STORE_5,South,0
2023-10-28,P001,Electronics,97,30.79,0,0.0,STORE_5,East,0
2023-10-29,P001,Electronics,95,30.79,0,0.0,STORE_3,West,0
2023-10-30,P001,Electronics,51,30.79,0,0.0,STORE_3,West,0
2023-10-31,P001,Electronics,15,30.79,0,0.0,STORE_3,North,0
2023-11-01,P001,Electronics,59,30.79,0,0.0,STORE_1,East,0
2023-11-02,P001,Electronics,18,30.79,0,0.0,STORE_3,North,0
2023-11-03,P001,Electronics,75,30.79,0,0.0,STORE_3,East,0
2023-11-04,P001,Electronics,77,30.79,0,0.0,STORE_2,South,0
2023-11-05,P001,Electronics,96,30.79,0,0.0,STORE_4,West,0
2023-11-06,P001,Electronics,39,30.79,0,0.0,STORE_5,West,0
2023-11-07,P001,Electronics,29,30.79,0,0.0,STORE_2,West,0
2023-11-08,P001,Electronics,81,25.86,1,0.16,STORE_5,West,0
2023-11-09,P001,Electronics,54,30.79,0,0.0,STORE_1,South,0
2023-11-10,P001,Electronics,47,30.79,0,0.0,STORE_5,East,0
2023-11-11,P001,Electronics,79,30.79,0,0.0,STORE_4,North,0
2023-11-12,P001,Electronics,142,30.79,0,0.0,STORE_2,East,0
2023-11-13,P001,Electronics,70,30.79,0,0.0,STORE_4,North,0
2023-11-14,P001,Electronics,74,30.79,0,0.0,STORE_2,East,0
2023-11-15,P001,Electronics,71,30.79,0,0.0,STORE_4,West,0
2023-11-16,P001,Electronics,82,30.79,0,0.0,STORE_1,East,0
2023-11-17,P001,Electronics,54,30.79,0,0.0,STORE_2,West,0
2023-11-18,P001,Electronics,32,30.79,0,0.0,STORE_2,North,0
2023-11-19,P001,Electronics,78,30.79,0,0.0,STORE_1,West,0
2023-11-20,P001,Electronics,73,30.79,0,0.0,STORE_2,East,0
2023-11-21,P001,Electronics,61,25.56,1,0.17,STORE_4,East,0
2023-11-22,P001,Electronics,57,30.79,0,0.0,STORE_4,West,0
2023-11-23,P001,Electronics,48,30.79,0,0.0,STORE_3,East,0
2023-11-24,P001,Electronics,166,30.79,0,0.0,STORE_1,South,1
2023-11-25,P001,Electronics,106,30.79,0,0.0,STORE_2,East,0
2023-11-26,P001,Electronics,104,30.79,0,0.0,STORE_5,East,0
2023-11-27,P001,Electronics,74,30.79,0,0.0,STORE_2,West,0
2023-11-28,P001,Electronics,62,30.79,0,0.0,STORE_1,South,0
2023-11-29,P001,Electronics,67,30.79,0,0.0,STORE_3,East,0
2023-11-30,P001,Electronics,42,30.79,0,0.0,STORE_1,East,0
2023-12-01,P001,Electronics,23,30.79,0,0.0,STORE_2,North,0
2023-12-02,P001,Electronics,96,30.79,0,0.0,STORE_5,North,0
2023-12-03,P001,Electronics,101,30.79,0,0.0,STORE_2,North,0
2023-12-04,P001,Electronics,90,30.79,0,0.0,STORE_4,East,0
2023-12-05,P001,Electronics,98,30.79,0,0.0,STORE_3,South,0
2023-12-06,P001,Electronics,99,30.79,0,0.0,STORE_2,West,0
2023-12-07,P001,Electronics,48,30.79,0,0.0,STORE_4,East,0
2023-12-08,P001,Electronics,62,30.79,0,0.0,STORE_3,North,0
2023-12-09,P001,Electronics,111,30.79,0,0.0,STORE_2,North,0
2023-12-10,P001,Electronics,171,30.79,0,0.0,STORE_2,South,0
2023-12-11,P001,Electronics,101,30.79,0,0.0,STORE_5,West,0
2023-12-12,P001,Electronics,94,30.79,0,0.0,STORE_1,North,0
2023-12-13,P001,Electronics,109,21.86,1,0.29,STORE_5,North,0
2023-12-14,P001,Electronics,53,30.79,0,0.0,STORE_3,North,0
2023-12-15,P001,Electronics,90,30.79,0,0.0,STORE_5,South,0
2023-12-16,P001,Electronics,70,30.79,0,0.0,STORE_2,West,0
2023-12-17,P001,Electronics,97,30.79,0,0.0,STORE_3,East,0
2023-12-18,P001,Electronics,113,23.71,1,0.23,STORE_4,South,0
2023-12-19,P001,Electronics,111,30.79,0,0.0,STORE_2,North,0
2023-12-20,P001,Electronics,68,30.79,0,0.0,STORE_2,South,0
2023-12-21,P001,Electronics,21,30.79,0,0.0,STORE_3,East,0
2023-12-22,P001,Electronics,89,30.79,0,0.0,STORE_4,South,0
2023-12-23,P001,Electronics,87,30.79,0,0.0,STORE_2,East,0
2023-12-24,P001,Electronics,111,30.79,0,0.0,STORE_4,West,0
2023-12-25,P001,Electronics,144,30.79,0,0.0,STORE_4,North,1
2023-12-26,P001,Electronics,73,30.79,0,0.0,STORE_1,South,0
2023-12-27,P001,Electronics,99,30.79,0,0.0,STORE_5,North,0
2023-12-28,P001,Electronics,44,30.79,0,0.0,STORE_1,East,0
2023-12-29,P001,Electronics,69,30.79,0,0.0,STORE_4,South,0
2023-12-30,P001,Electronics,138,30.79,0,0.0,STORE_3,South,0
2023-12-31,P001,Electronics,95,30.79,0,0.0,STORE_4,North,0
2024-01-01,P001,Electronics,82,30.79,0,0.0,STORE_4,North,1
2024-01-02,P001,Electronics,101,30.79,0,0.0,STORE_4,South,0
2024-01-03,P001,Electronics,113,30.79,0,0.0,STORE_4,East,0
2024-01-04,P001,Electronics,84,30.79,0,0.0,STORE_5,North,0
2024-01-05,P001,Electronics,36,30.79,0,0.0,STORE_4,North,0
2024-01-06,P001,Electronics,147,30.79,0,0.0,STORE_5,South,0
2024-01-07,P001,Electronics,62,30.79,0,0.0,STORE_3,East,0
2024-01-08,P001,Electronics,96,30.79,0,0.0,STORE_2,South,0
2024-01-09,P001,Electronics,65,30.79,0,0.0,STORE_2,South,0
2024-01-10,P001,Electronics,58,30.79,0,0.0,STORE_4,North,0
2024-01-11,P001,Electronics,78,30.79,0,0.0,STORE_3,East,0
2024-01-12,P001,Electronics,102,28.33,1,0.08,STORE_1,West,0
2024-01-13,P001,Electronics,103,30.79,0,0.0,STORE_2,West,0
